Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng
Nit Nut Laundry;;Serengan ;Jl. Kerinci No. 20;Lain-lain;-7.5702307;110.8184358
Mie Ayam Pak Bejo;;Serengan ;Pringgolayan Rt 01 Rw 09;Kuliner;-7.5803846;110.811136
Pempek Asli Sriwijaya;;Serengan ;Jl. Honggowongso;Kuliner;-7.5697365;110.8172615
Warung Gongso Bu Atik;;Serengan ;Singosaren;Lain-lain;-7.5726275;110.8202976
Warung Makan Bu Eni;;Serengan ;Jalan Drs Radjiman;Kuliner;-7.5729704;110.817382
Warung Makan Sido Mampir;;Jebres;Posanan Rt.01 Rw.06, Tegalharjo, Jebres,Surakarta;Kuliner;-7.5651333;110.8173083
Khanza;;Serengan ;Sutogunan ;Lain-lain;-7.5769101;110.8103735
Warung Makan Ada;;Serengan ;Jalan Langendriyan ;Kuliner;-7.5724342;110.8192658
Yuliana Shop Online;;Laweyan;Baron Cilik002;Lain-lain;-7.572486;110.8041284
Warung Makan Mbak Ninik;;Serengan ;Jalan Sukoreno ;Kuliner;-7.5726577;110.8203007
Warung Makan Saudara;;Serengan ;Singosaren ;Kuliner;-7.5722056;110.8203389
Jual Beli Burung;;Serengan ;Sraten;Lain-lain;-7.5820054;110.816901
Jualan Sayur;;Serengan ;Makam Bergolo ;Lain-lain;-7.5833264;110.8126638
Warung Kelontong Dan Jualan Es;;Serengan ;Makam Bergolo ;Lain-lain;-7.5828863;110.8125026
Salon Kecantikan;;Serengan ;Makam Bergolo;Lain-lain;-7.5831705;110.8128837
Wedangan/Hik;;Banjarsari;Jl S Parman Kestalan;Kuliner;-7.5588598;110.8242461
Bengkel Mobil;;Serengan ;Makam Bergolo ;Lain-lain;-7.5833292;110.8139045
Jual Gorengan Mb Susana;;Banjarsari;Bibis Wetan;Kuliner;-7.5543096;110.836135
Mie Ayam Mini Mb Yekti;;Banjarsari;Bibis Wetan;Kuliner;-7.5543124;110.8361353
Wahyuningsih;;Jebres;Ngemplak Rejosari;Lain-lain;-7.553003;110.8273617
Jajanan Anak;;Banjarsari;Bibis Wetan;Kuliner;-7.5544091;110.8365438
Warung Makan Mas Ardi;;Jebres;Jl. Tangkupan Perahu No. 39,Mojosongo,Jebres, Surakarta ;Kuliner;-7.5574261;110.8326578
Latengan;;Banjarsari;Bibis Wetan;Kuliner;-7.5544079;110.8365352
Putih Telur;;Banjarsari;Bibis Wetan ;Lain-lain;-7.5543159;110.8369204
Sumarwiyah Sri Hartini;;Jebres;Ngemplak Rejosari;Lain-lain;-7.5534684;110.8276154
Wawan Shop;;Jebres;Tegalharjo Rt 06/05;Lain-lain;-7.5578603;110.8325639
Pasivia Online Shop;;Jebres;Tegalharjo Rt 06/05 Jebres Surakarta;Lain-lain;-7.5584882;110.8332702
Warung Sembako Ani Nurbaidah;;Jebres;Tegalharjo Rt 06/05 Jebres, Surakarta ;Lain-lain;-7.5585722;110.8333767
Ajp Frozen Food;;Jebres;Jl. Mayor Achmadi Rt 01 Rw 28 Pelangi Mojosongo Jebres Surakarta;Lain-lain;-7.5347183;110.847115
Toko Andi;;Pasar Kliwon;Sewu;Lain-lain;-7.5732791;110.8419265
Jago Jaya Sport;;Pasar Kliwon;Sewu;Lain-lain;-7.569289;110.8416754
Dwi Agen Es Cristal;;Banjarsari;Bakalan Rt 04 Rw 12 Joglo Banjarsari ;Lain-lain;-7.5467934;110.8290512
Toko Kelontong Haris;;Banjarsari;Bakalan Rt 04 Rw 12 Joglo Banjarsari ;Lain-lain;-7.5467208;110.8289162
Warung Sayur Bu Maryam;;Banjarsari;Bakalan Rt 02 Rw 12 Joglo Banjarsari ;Lain-lain;-7.5467974;110.8290726
Warung Mujiman;;Banjarsari;Bakalan Rt 04 Rw 12 Joglo Banjarsari ;Lain-lain;-7.546695;110.8289018
Mie Ayam Pak Kabul;;Serengan ;Singosaren;Kuliner;-7.5723721;110.8204103
Arfaya Laundry;;Pasar Kliwon;Jalan Am Sangaji No 13 Rt 02 Rw 04 Gajahan Pasarkliwon Surakarta;Lain-lain;-7.5815029;110.82228279972222
Fitri Wedangan;;Jebres;Jagalan;Kuliner;-7.5715088;110.7987367
Hari Toko Tanaman;;Jebres;Jagalan;Lain-lain;-7.5724751;110.7985626
Ashari Taylor;;Pasar Kliwon;Jl Kh Dahlan No 17 Keprabon Tengah;Fashion;-7.566001441607819;110.82641255110502
Ily Comfy;;Pasar Kliwon;Sangkrah Rt 05 Rw 09, Pasar Kliwon, Surakarta ;Lain-lain;-7.5746063;110.8364791
Persewaan Fasya Decor;;Jebres;Tegalkuniran;Lain-lain;-7.556388888888889;110.84694444444445
Pangkalan Elpiji Endang Kusniati;;Jebres;Tegalkuniran;Lain-lain;-7.5558478;110.8467017
Persewaan Perlengkapan Pesta Pak Alip;;Jebres;Tegalkuniran;Desain;-7.5558042;110.8468472
Leonardus Andy;;Jebres;Kedung Tungkul ;Lain-lain;-7.5524581;110.8460558
Giandra Print;;Pasar Kliwon;Semanggi;Digital;-7.5846445;110.8369499
Ngatini Shop;;Jebres;Kedung Tungkul Rt 02 Rw 07;Lain-lain;-7.5543026;110.8447171
Warni;;Jebres;Kedung Tungkul Rt 09 Rw 07;Lain-lain;-7.5533183;110.8469083
Onde Onde Pak Sarimo;;Pasar Kliwon;Semanggi;Kuliner;-7.5836589;110.8385556
Kelontong Dwi Purwanti;;Jebres;Kedung Tungkul ;Lain-lain;-7.5531149;110.8453204
Callysta Tronik;;Pasar Kliwon;Semanggi;Digital;-7.5798292;110.8392468
On Line Sembako Dan Frozen;;Banjarsari;Cengklik Rt01 Rw19;Lain-lain;-7.5503841;110.8290091
Warung Makan Mbak Dewi;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690732;110.8320829
Oleh Oleh Bu Dwi;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690555;110.8320366
Warung Snack Pak Tri Wiyono;;Banjarsari;Cengklik Rt01 Rw19;Kuliner;-7.5503776;110.8290052
Pedagang Wedang Cangkir;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690514;110.8320393
Warung Kelontong Mbok Sri;;Banjarsari;Cengklik Rt01 Rw19;Lain-lain;-7.5503813;110.8290071
Pedagang Tempe Bungkus;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690617;110.8320831
Pedagang Sayur Mbah Yem;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690745;110.8320935
Es Batu Bu Narni;;Banjarsari;Cengklik Rt01 Rw19;Kuliner;-7.5500395;110.8290741
Pedagang Karak;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690518;110.8320565
Pedagang Telur;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690398;110.8321016
Big Laundry;;Banjarsari;Cengklik Rt01 Rw19;Lain-lain;-7.549984;110.8288424
Pedagang Sayur Bu Kini;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690605;110.8320543
Catering Teras Pojok;;Banjarsari;Jln Merapi 2 No18;Kuliner;-7.549896;110.8280523
Warung Makan Bu Harini;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690857;110.8320657
Warung Kelontong Pak Aris;;Banjarsari;Cengklik Rt02 Rw19;Lain-lain;-7.5513963;110.8293233
Oleh Oleh Mbak Ririn;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690579;110.8320436
Warung Sembako;;Banjarsari;Cengklik Rt02 Rw19;Lain-lain;-7.551394;110.8293244
Ayam Goreng Pak Zadok;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690835;110.8320854
Toko Bu Yani;;Banjarsari;Nayu Barat;Lain-lain;-7.5487938;110.8258121
Ayam Goreng Mbak Ita;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690457;110.8320391
Warung Bu Maryati;;Banjarsari;Nayu Barat;Lain-lain;-7.5493526;110.8265157
Pedagang Oleh Oleh Mbak Kinasih;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.569047;110.8320188
Toko Bu Susi;;Banjarsari;Nayu Barat;Lain-lain;-7.5481732;110.8238365
Ayam Goreng Pak Ali;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690638;110.8320132
Bengkel Astana Utara;;Banjarsari;Nayu Barat;Lain-lain;-7.5481567;110.8238443
Ayam Goreng Mbak Popy;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5690552;110.8320254
Warung Pojok Bu Surah;;Banjarsari;Nayu Barat;Lain-lain;-7.548098;110.8238433
Pedagang Ayam Potong;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690589;110.8320474
Soto Balungan;;Pasar Kliwon;Mojopahit;Kuliner;-7.54938;110.8260003
Toko Kelontong Bu Siti;;Pasar Kliwon;Mojopahit;Lain-lain;-7.5488027;110.8258126
Salon Blessing;;Banjarsari;Jln Kolonel Sugiono No22;Lain-lain;-7.5503085;110.8281008
Warung Makan Bu Ngadi;;Banjarsari;Nayu;Kuliner;-7.5499811;110.8229594
Warung Kelontong Ria;;Banjarsari;Cengklik Rt02 Rw19;Lain-lain;-7.5507481;110.8291082
Warung Kelontong Bu Ariyani;;Banjarsari;Cengklik Rt02 Rw19;Lain-lain;-7.5496115;110.8293141
Bakso Bakar Mbk Yuni;;Banjarsari;Cengklik Rt02 Rw20;Kuliner;-7.549388;110.8290263
Santoso Cell;;Banjarsari;Cengklik Rt02 Rw21;Digital;-7.5494523;110.8291457
Kyosaki Bird;;Banjarsari;Nayu Barat;Lain-lain;-7.548155;110.8238603
Pedagang Ketimun Mbah Sarjini;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690064;110.8319437
Warung Soto Purwanti;;Banjarsari;Cengklik Rt02 Rw21;Kuliner;-7.5493478;110.8291435
Katering Bu Maryati;;Banjarsari;Tegal Mulyo;Kuliner;-7.5437565;110.8142078
Pedagang Sayur Bu Rahayu;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690333;110.8317546
Pedagang Sayur Bu Mur;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690593;110.8317868
Pedagang Bumbu;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690921;110.8317793
Pedagang Sayuran Bu Pan;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690786;110.8317409
Pedagang Sayur Bu Ngatmi;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690764;110.8317697
Pedagang Ayam Potong;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691011;110.8318054
Pedagang Oleh Oleh;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691011;110.8318054
Pedagang Rebung;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691521;110.8318771
Pedagang Sayur Mbak Iin;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5690983;110.8317768
Pedagang Sayur Mas Chandra;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691318;110.831769
Pedagang Bumbu Dan Makanan Sachet;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5691435;110.831771
Pedagang Sayuran Mas Aga;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691431;110.8317719
Pedagang Sayur Pak Kisiono;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691264;110.8317429
Pedagang Sayur Marseneng;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.569094;110.8318824
Jasa Parutan Kelapa;;Jebres;Pasar Gede Surakarta ;Lain-lain;-7.5691799;110.8319489
Wedangan Raos Eco;;Banjarsari;Nayu;Kuliner;-7.5493297;110.8233073
Kantin Bu Heri;;Pasar Kliwon;Mojopahit;Kuliner;-7.5490038;110.825521
Pedagang Es Teh;;Jebres;Pasar Gede Surakarta ;Kuliner;-7.5691767;110.8319316
Warung Rel Bengkong;;Laweyan;Rel Bengkong;Kuliner;-7.5634138;110.8003662
Jahit Celana Bayi;;Jebres;Pucangsawit;Fashion;-7.572691;110.8540613
Toko Thota;;Laweyan;Jalan K.H Samanhudi;Lain-lain;-7.5671116;110.7990119
Hendra Motor;;Laweyan;Brengosan;Lain-lain;-7.5611539;110.8004859
Sayur Mbak Ely;;Laweyan;Brengosan;Lain-lain;-7.5611409;110.8006803
Toko Kiki;;Laweyan;Brengosan;Lain-lain;-7.561034;110.8007513
Toko Beruang;;Laweyan;Brengosan;Lain-lain;-7.5610671;110.8007626
Sari Kacang Hijau Kedai Gizi Khansa;;Jebres;Sanggrahan;Kuliner;-7.5646639;110.8004947
Warung Es Kelapa Muda Bu Yatni;;Laweyan;Brengosan;Kuliner;-7.5611557;110.8008542
Bude Katidho;;Laweyan;Jalan Nusa Indah No 31 Yosoroto;Lain-lain;-7.5622622;110.8032476
Jasuke Rw 07;;Banjarsari;Tegalmulyo;Kuliner;-7.5653082;110.7998694
Warung Klotong Sri Panut;;Banjarsari;Gedong;Lain-lain;-7.5424516;110.8241265
Gorengan Bu Tutut;;Banjarsari;Tegalmulyo;Kuliner;-7.5656707;110.7998917
Tan Motor;;Pasar Kliwon;Mangkuyudan;Lain-lain;-7.5688423;110.8038974
Es Batu Dan Gas Pak Bambang;;Banjarsari;Tegalmulyo;Kuliner;-7.5656743;110.799887
Nasi Goreng Dan Mie Godog Jowo Pundung Gede;;Banjarsari;Pundung Gede;Kuliner;-7.54234;110.8255533
Warung Klontong Bu Marsini;;Banjarsari;Gedong;Lain-lain;-7.54297;110.824315
Telor Asin Bento;;Jebres;Jalan Sido Asih Barat No 45 Sanggrahan;Kuliner;-7.5644592;110.7997664
Wedangan Bu Catur;;Banjarsari;Bakalan;Kuliner;-7.5431733;110.8247133
Warung Bu Tarno;;Banjarsari;Jalan Hasanudin No 46 ;Lain-lain;-7.5595678;110.805293
Mie Ayam Seruni;;Laweyan;Jalan Seruni No 104;Kuliner;-7.5623429;110.8042544
Warung Bakmi Ada Rasa;;Banjarsari;Sumber Nayu;Kuliner;-7.5426287;110.8262134
Geprek Badran;;Banjarsari;Jalan Hasanudin No 39 Badran;Kuliner;-7.559999;110.8038171
Miracle Laundry;;Jebres;Sanggrahan;Lain-lain;-7.5642658;110.7996295
Toko Aqila;;Banjarsari;Tegalmulyo;Lain-lain;-7.5658535;110.7998791
Es Hs;;Jebres;Kepatihan Kulon;Kuliner;-7.5623372;110.8306958
Kios Pakan Burung Pak Nurfi;;Jebres;Jl. Abdul Muis No. 66;Lain-lain;-7.5654109;110.8305944
Getuk Gorek Mb Siti;;Laweyan;Purwonegaran;Kuliner;-7.5662196;110.8123797
Warung Sayur Bu Sumini;;Banjarsari;Perum Penca;Lain-lain;-7.5356435;110.8284876
Enak Teh Wangi;;Serengan ;Teposanan;Kuliner;-7.5690551;110.8171684
Lenjongan Sami Luwes;;Serengan ;Teposanan;Kuliner;-7.5690534;110.8169637
Kadar Murwati Sepatu;;Pasar Kliwon;"Pasar Ngudi Rejeki 
Jln A Yani No 19";Fashion;-7.5528646;110.8226682
Sahabat Laundry;;Serengan ;Teposanan ;Lain-lain;-7.569283;110.8152792
Mum Fathonah;;Pasar Kliwon;"Pasar Ngudi Rejeki 
Jln A Yani 19 Solo";Lain-lain;-7.5528646;110.8226737
Nasi Bungkus Bu Preti;;Serengan ;Teposanan ;Kuliner;-7.569264;110.8155097
Warung Kelontong Bu Siti;;Banjarsari;Gebang;Lain-lain;-7.5351567;110.82885
Telur Asin Jeng Sri;;Serengan ;Teposanan;Lain-lain;-7.5696091;110.8154223
Warung Bu Puji;;Banjarsari;Perum Penca;Lain-lain;-7.5354051;110.8288103
Pecel Blitar Goes Peng;;Serengan ;Teposanan ;Kuliner;-7.5690951;110.8148646
Warung Makan Bu Giyanti;;Banjarsari;Gebang;Kuliner;-7.5339402;110.8291649
Es Tongtjie;;Serengan ;Teposanan;Kuliner;-7.5690395;110.8171932
Kios Bu Wajiyem;;Serengan ;Teposanan;Lain-lain;-7.5726071;110.8161341
Warung Kelontong Satria;;Banjarsari;Gebang;Lain-lain;-7.5339089;110.8285794
Potong Rambut Maduratna;;Serengan ;Teposanan;Lain-lain;-7.5725339;110.8161808
Vitaloka Souvenir & Craft;;Jebres;"Jl. Ar. Hakim 63 
Kepatihan Kulon";Kriya;-7.561077;110.8310032
Pakaian Juwanto;;Laweyan;Jln Ahmad Yani 19;Fashion;-7.5530058;110.8224024
Pukis Dan Bika Surabaya;;Serengan ;Teposanan;Kuliner;-7.5690869;110.8171921
Kios Sederhana;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551936907570263;110.81859315385476
Permak Dan Jahit Pak Sugiman;;Banjarsari;Perum Penca;Fashion;-7.5354244;110.828791
Tenongan Mbak Wik;;Laweyan;Kalitan ;Kuliner;-7.5631558;110.8080018
Toko Ariesta;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551916462939291;110.81858617876067
Es Degan Pak Marsidi;;Serengan ;Jl. Radjimam No 372, Penumping;Kuliner;-7.5712344;110.8073324
Crystal Glass;;Jebres;"Jl. Abdul Muis No. 34
Kepatihan Kulon";Lain-lain;-7.562991;110.8288801
Toko Mawar;;Laweyan;Kalitan;Lain-lain;-7.5625831;110.8085775
Es Buah Mbak Mul;;Laweyan;Penumping;Kuliner;-7.5674222;110.8087003
Endah Sport;;Laweyan;Jln Ahmad Yani 19;Lain-lain;-7.5528632;110.8226678
Ikan Segar Nugroho;;Laweyan;Penumping;Lain-lain;-7.491679;110.8057158
Suryani Pakaian;;Laweyan;Jln Ahmad Yani 19;Fashion;-7.552865;110.8226742
Suyanti Snack;;Jebres;Purwopuran;Kuliner;-7.5643647;110.8361484
Toko Sepeda Jaitun;;Laweyan;Jln Ahmad Yani 19;Lain-lain;-7.5532301;110.8225565
Darsi Sepeda;;Pasar Kliwon;" Pasar Ngudi Rejeki 
Jln A Yani 19";Lain-lain;-7.5532848;110.8222036
Sulihno Pakaian;;Pasar Kliwon;" Pasar Ngudi Rejeki 
Jln A Yani No 19";Fashion;-7.5529564;110.8225212
Bumbon Wijaya;;Laweyan;Penumping;Lain-lain;-7.4956472;110.8067272
Pakaian Sunaryo;;Pasar Kliwon;Pasar Ngudi Rejeki Jln A Yani 19;Fashion;-7.5529203;110.822566
Leman Colection;;Banjarsari;Pasar Ngudi Rejo Jln Ahmad Yani 19;Fashion;-7.5530115;110.8223881
Toko Sepeda Syafi'I;;Banjarsari;Pasar Ngudi Rejo Jln Ahmad Yani 20;Lain-lain;-7.5528673;110.8226729
Suharsi Pakaian,Asessoris,Tas;;Banjarsari;Pasar Ngudi Rejo Jln Ahmad Yani 21;Fashion;-7.5528632;110.8226678
Kios Bu Hari;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551916462939291;110.81858617876067
Adam Paket;;Jebres;Jl. Abdul Muis No. 100;Lain-lain;-7.560939;110.8294071
Kios Fitri;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551916462939291;110.81858617876067
Counter Livin;;Banjarsari;Cinderejo Kidul;Digital;-7.5546611;110.8197154
Kikil Mercon Mbak Utami;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551936907570263;110.81859315385476
Nasi Bungkus;;Serengan ;Semprongan;Kuliner;-7.5784547;110.8102813
Sumber Rejeki;;Banjarsari; Cinderejo Kidul ;Lain-lain;-7.5537122;110.8220305
Kios Bu Marni;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551936907570263;110.81859315385476
Tahu Isi Bu Oarti;;Serengan ;Kartotiyasan Rt 3 Rw 4;Kuliner;-7.5780657;110.8164071
Kios Pak Jajak;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551916462939291;110.81858617876067
Warung Makan Nur;;Serengan ;Kartotiyasan Rt 6 Rw 4;Kuliner;-7.5794695;110.8182912
Zahra Food;;Banjarsari;Sumber;Kuliner;-7.5484891;110.8053101
Warung Makan Kartini;;Serengan ;Kartotiyasan Rt 6 Rw 4;Kuliner;-7.5790032;110.8184904
Warung Bu Mul;;Banjarsari;Kios Terminal Tirtonadi;Lain-lain;-7.551916462939291;110.81858617876067
Ikan Hias Koi;;Banjarsari;Pasar Depok;Lain-lain;-7.5527909160584885;110.81065328243889
Pempek Palembang Jerami Yahud;;Serengan ;Joyodiningratan Rt 1 Rw 6;Kuliner;-7.5794441;110.8148913
Ayam Herman;;Laweyan;Panularan;Lain-lain;-7.495604;110.8066076
Cahkwe Bu Hastuti;;Serengan ;Teposanan;Kuliner;-7.5690482;110.8171661
Usus Bu Tutik;;Laweyan;Panularan;Kuliner;-7.4955778;110.8066401
Jeroan Sapi Prapti;;Laweyan;Panularan;Kuliner;-7.495579;110.8067029
Warung Klontong Handayani;;Banjarsari;Gedong;Lain-lain;-7.5416735;110.8234658
Ayam Potong Lestari;;Laweyan;Panularan;Lain-lain;-7.4956088;110.8066474
Kios Sayur Bu Madinem;;Banjarsari;Pasar Nusukan;Lain-lain;-7.5468526;110.8209761
Ayam Potong Suwarni;;Laweyan;Panularan;Lain-lain;-7.4955536;110.8067018
Kios Buah Bu Mini;;Banjarsari;Pasar Nusukan;Lain-lain;-7.5468526;110.8209761
Empon Empon Bu Rusmini;;Laweyan;Panularan;Kuliner;-7.4955757;110.8065239
Penjahit Aria;;Banjarsari;Pasar Nusukan;Fashion;-7.5468886;110.8209809
Bumbu Masak Bu Sutasmi;;Laweyan;Panularan;Lain-lain;-7.4955752;110.8065241
Kios Jahit Pak Agus;;Banjarsari;Pasar Nusukan;Fashion;-7.5468886;110.8209809
Toko Kelontong Sularno;;Banjarsari;Bibis Wetan Rt 02 Rw 20;Lain-lain;-7.5551837;110.8372491
Grace Aqua House;;Banjarsari;Pasar Depok;Lain-lain;-7.5527909160584885;110.81065328243889
Kios Makanan;;Jebres;Jalan Purwopuran;Kuliner;-7.563220972222222;110.83805083333333
Toko Kelontong Pak Surono;;Banjarsari;"Bibis Wetan Rt 05Rw 20.
Gilingan ,Banjarsari, Surakarta";Lain-lain;-7.5573424;110.8345439
Kios Sembako;;Jebres;Jalan Purwopuran;Lain-lain;-7.563254777777778;110.83804319444444
Rambak Diva;;Pasar Kliwon;Baluwarti  Rt 003 Rw 006 Surakarta ;Kuliner;-7.5788963;110.8249605
Kios Rengginan;;Jebres;Jalan Purwopuran;Lain-lain;-7.563329166666667;110.83802030555556
Menjual Gas Eceran Bu Kasimah;;Pasar Kliwon;Ngelos Rt 003 Rw 006 Baluwarti Pasar Kliwon Surakarta ;Lain-lain;-7.5788998;110.824973
Penjahit Bu.Wiwik;;Banjarsari;Bibis Wetan Rt 03 Rw 20;Fashion;-7.555976;110.8365753
Rica Bebek;;Jebres;Purwopuran;Kuliner;-7.563894;110.8362993
Pizza;;Banjarsari;Bibis Wetan Rt 03 Rw 20 ;Kuliner;-7.5560353;110.8365697
Kios Kelontong Mbak Enti;;Jebres;Purwopuran;Lain-lain;-7.5634182;110.8364791
Warung Makan Bu Narsi;;Pasar Kliwon;Ngelos Rt 003 Rw 006 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5788943;110.8249656
Kios Makanan;;Jebres;Jalan Purwopuran;Kuliner;-7.562760777777778;110.836853
Solo Croffle Waffle Manis;;Banjarsari;Bibis Wetan ;Kuliner;-7.55522;110.8348188
Kios Bahan Roti;;Jebres;Jalan Purwopuran No. 2;Lain-lain;-7.563643;110.83769988888889
Warung Makan Alifbata;;Pasar Kliwon;Wirengan  Rt 003 Rw 006 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5792795;110.8248982
Toko Kelontong;;Banjarsari;Bibis Wetan Rt 02 Rw 19 ;Lain-lain;-7.554669;110.8346636
Kios Sembako;;Jebres;Jalan Purwopuran No 79;Lain-lain;-7.563529;110.83788297222222
Raras Roso;;Jebres;Kios Bb 01 Pasar Jebres ;Kuliner;-7.5625088;110.8398485
Pangkalan Gas Lpg Sintha;;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5803877;110.8291482
Warung Pedas Mamacita;;Banjarsari;Bibis Wetan ;Lain-lain;-7.5552224;110.834752
Warmindo Aulianashya;;Jebres;Kios No B 02 Pasar Jebres ;Kuliner;-7.5624068;110.8397493
Rosari;;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.581389;110.8283734
Kios Pakaian;;Jebres;Kios Pasar Rejosari Blok Hh.15;Fashion;-7.563175194444445;110.83827972222223
Warung Sembako;;Banjarsari;Bibis Wetan Rt 02 Rw 19 ;Lain-lain;-7.5551957;110.8346069
Pangkalan Gas Pak Broto;;Jebres;Purwopuran;Lain-lain;-7.5638298;110.8359203
Jiro;;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5810247;110.8282215
Pangkalan Lpg 3Kg;;Banjarsari;Bibis Wetan ;Lain-lain;-7.5551768;110.8348513
Tacha Snack;;Jebres;Perum Gulon Asri Blok A7;Kuliner;-7.5503439;110.8638841
Toko Alat Tulis;;Banjarsari;Bibis Wetan ;Lain-lain;-7.5549616;110.8341942
Toko Dwi & Dwi Collection;;Jebres;Kaplingan;Fashion;-7.5489738;110.8658012
Pangkalan Lpg Wisnu Jaya;;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5803304;110.8291797
Kuliner Susu Sapi Murni;;Banjarsari;Bibis Wetan ;Kuliner;-7.5548585;110.8343517
"Snack & Nasi Dus ""Mbah Tin""";;Pasar Kliwon;Jalan Carangan;Kuliner;-7.5814871;110.8281465
Peyek Barokah;;Jebres;Rusunawa;Kuliner;-7.5599837;110.8613087
Tahu Bakso Kartika;;Jebres;Rusunawa Jurug Lt 1 No 9;Kuliner;-7.5599754;110.8613288
Sepatu,Tas Rudiyati;;Pasar Kliwon;"Pasar Ngudi Rejeki 
Jln A Yani 19";Fashion;-7.5528673;110.8226729
Fatin;;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5814141;110.8284004
Soto Lamongan Barokah;;Pasar Kliwon;Kampung Baru ;Kuliner;-7.5688673;110.8269063
Tri Sport;;Pasar Kliwon;Pasar Ngudi Rejeki, Jln A Yani No 19;Lain-lain;-7.5530089;110.822402
Ab Laundry;;Banjarsari;Bibis Baru;Lain-lain;-7.551985;110.8355491
Warung Kelontong;;Banjarsari;Bibis Baru;Lain-lain;-7.5519244;110.8354483
Kios Daging Ayam Bu Sri Mulyati Gading;;Pasar Kliwon;Gurawan;Lain-lain;-7.583434852668825;110.82649187964593
Kios Baju Bekas Arif Pasar Gading;;Pasar Kliwon;Gurawan;Fashion;-7.583413893011132;110.82647890744228
Bakaran Raztha;;Banjarsari;Bibis  Baru ;Kuliner;-7.5519251;110.8354527
Tahu Tempe Bacem Bu Siti;;Banjarsari;Bibis Baru;Kuliner;-7.5531255;110.8356924
Karak & Markuni Goreng;;Banjarsari;Bibis Baru;Kuliner;-7.5521197;110.8355929
Gas Eceran Bu Sri;;Banjarsari;Bibis Baru;Lain-lain;-7.5519853;110.83543
Usaha Kerupuk;;Banjarsari;Grogolan;Lain-lain;-7.560586;110.8213397
Soto & Kethoprak;;Banjarsari;Bibis Baru;Kuliner;-7.5520301;110.8351236
Toko Alat Tulis;;Jebres;Pucangsawit;Lain-lain;-7.5633734;110.8487558
Toko Tarmi;;Jebres;Pucangsawit;Lain-lain;-7.5623509;110.8492236
Shampo Dan Accessories Hewan (Kucing Dan Anjing);;Banjarsari;Bibis Baru;Lain-lain;-7.5523496;110.8351349
Foto Copy Lestari;;Jebres;Pucangsawit;Digital;-7.5625057;110.8490252
Pembuatan Tahu Sismadi;;Jebres;Pucangsawit;Kuliner;-7.565266;110.8545466
Snack Dan Cookies Dan'S;;Jebres;Pucangsawit ;Kuliner;-7.5647887;110.8528136
Kelontong Hartoyo;;Jebres;Pucangsawit;Lain-lain;-7.5653551;110.8537605
Kalista Laundry;;Banjarsari;Tapen;Lain-lain;-7.5450726;110.8116571
