Nama;Kegiatan;Kecamatan;Wilayah;Kategori;lat;lng
Kelontong Hariyon Kito;menjual beras, minyak goreng, gula, tepung, teh dll;Surakarta;Surakarta;Surakarta;-7.5529931;110.8364296
Warung Makan Lombok Abang;menjual nasi sayur;Surakarta;Surakarta;Surakarta;-7.5529105;110.8362284
Asri Jahit Celana Dalam;menjahit celana dalam ;Surakarta;Surakarta;Surakarta;-7.5529825;110.8364225
Dadar Gulung Saputri;membuat menjual Snack kecil ( dadar gulung);Surakarta;Surakarta;Surakarta;-7.5467485;110.8290896
Made Reklame;pembuatan plat kendaraan,piala,stempel,;Surakarta;Surakarta;Surakarta;-7.5733529;110.817038
Mira Reklame;822069959;Surakarta;Surakarta;Surakarta;-7.5733022;110.8173158
Warung Makan Maryati;MENJUAL NASI BUNGKUS, ES TEH, GORENGAN;Surakarta;Surakarta;Surakarta;-7.566676;110.816527
Toko Grace;Menjual Bantal Guling Kasur;Surakarta;Surakarta;Surakarta;-7.5850074;110.829169
Warung Makan Bu Nur;menyediakan makanan dan minuman di warung;Surakarta;Surakarta;Surakarta;-7.5590909;110.8476138
Gorengan Bu Sri;Menjual Gorengan;Surakarta;Surakarta;Surakarta;-7.584967;110.815316
Warung Kelontong Purwaningsih;Menjual beras, aqua, minyak ,gulo, teh , snak, sabun dll;Surakarta;Surakarta;Surakarta;-7.5536604;110.8220243
Hik Pak Ndut;menjual nasi bandeng, nasi oseng, gorengan dan berbagai minuman dan indomie rebus;Surakarta;Surakarta;Surakarta;-7.5538767;110.8198367
Toko Mbak Tari;toko kelontong;Surakarta;Surakarta;Surakarta;-7.5464765;110.8210734
Kios Sembako Bu Sutarmi;Toko Kelontong;Surakarta;Surakarta;Surakarta;-7.5464765;110.8210734
Toko Bumbu Bu Hartini;Toko Bumbu dapur;Surakarta;Surakarta;Surakarta;-7.5469987;110.8211598
Toko Snack Bu Sutarti;Toko Snack;Surakarta;Surakarta;Surakarta;-7.5465803;110.8206921
Toko Sembako Ibu Darm;toko sembako;Surakarta;Surakarta;Surakarta;-7.5465803;110.8206921
Libra;menjual minyak terapi;Surakarta;Surakarta;Surakarta;-7.5554283;110.821329
Tatik Snack;Toko Snack;Surakarta;Surakarta;Surakarta;-7.546844;110.8209718
Warung Aksesoris Bu Minuk;menjual aksesoris;Surakarta;Surakarta;Surakarta;-7.5717565;110.841183
Sosis Pina;membuat sosis ayam;Surakarta;Surakarta;Surakarta;-7.5724154;110.8409943
Jual Areng;menjual bahan bakar arang;Surakarta;Surakarta;Surakarta;-7.547571777777778;110.81489769444444
Usaha Reklame;jas membuat reklame;Surakarta;Surakarta;Surakarta;-7.5907714;110.8305815
Tahu Bacem Mbak Prapti;menjual  tahu bacem;Surakarta;Surakarta;Surakarta;-7.5907714;110.8305815
Wedangan Pak Mantri;warung wedangan;Surakarta;Surakarta;Surakarta;-7.5907919;110.8305398
Klinmax Laundry;jasa laundry;Surakarta;Surakarta;Surakarta;-7.5902956;110.8311202
Cuci Motor Singo Cell;jasa cuci motor;Surakarta;Surakarta;Surakarta;-7.5903922;110.8309887
Toko Kelontong Pak Sutadi;warung kelontpng;Surakarta;Surakarta;Surakarta;-7.5905854;110.8312539
Penjahit Bu Surati;menjahit pakaian;Surakarta;Surakarta;Surakarta;-7.5905854;110.8312539
Mie Ayam Bakso Rahma;menjual mie ayam dan bakso;Surakarta;Surakarta;Surakarta;-7.5906785;110.8309344
Susanto Snack;memjual aneka snak basah;Surakarta;Surakarta;Surakarta;-7.5905848;110.8351843
Batik Pak Edi;menjual celana;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Mas Yusuf;Menjual pakaian;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Usaha Lukis Kain Pak Aris;jasa lukis kain;Surakarta;Surakarta;Surakarta;-7.5900436;110.8294471
Usaha Lukis Kain Pak Tri;jasa lukis kain;Surakarta;Surakarta;Surakarta;-7.5902219;110.8291638
Warung Kelontong Bu Sri Suparmi;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5904323;110.829041
Warung Soto Mas Agus;warung nasi soto;Surakarta;Surakarta;Surakarta;-7.5903293;110.8288915
Mie Ayam Pw;menjual mie ayam disamping rumah;Surakarta;Surakarta;Surakarta;-7.5902393;110.8289224
Toko Gas Bu Parini;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5901817;110.8291421
Sosis Goreng Bu Suyati;membuat sosis goreng;Surakarta;Surakarta;Surakarta;-7.5904463;110.8289936
Aneka Es Mbak Rahayu;menjual aneka minuman;Surakarta;Surakarta;Surakarta;-7.5904463;110.8289936
Toko Mirah;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5853879;110.8288624
Warung Kelontong Bu Sutarni;Menjual aneka bahan pokok kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5808703;110.8194801
Krupuk Rambak Bu Dwi;Menjual Rambak Kerupuk;Surakarta;Surakarta;Surakarta;-7.5809482;110.819771
Warung Kelontong Suwito;Menjual beras, mie goreng, mie rebus, gula, minyak, sabun cuci, sabun mandi ;Surakarta;Surakarta;Surakarta;-7.5808785;110.8195819
Warung Metha;menjual minuman;Surakarta;Surakarta;Surakarta;-7.5848933;110.8264348
Warung Kelontong Atta;Menjual aneka kebutuhan pokok sehari hari;Surakarta;Surakarta;Surakarta;-7.5806108;110.8195864
Warung Kelontong Mbak Ning;Menjual kebutuhan sehari-hari secara tradisional (beras, gula, mie, sabun, kecap);Surakarta;Surakarta;Surakarta;-7.5812382;110.8186773
Warung Kelontong Bu Mar;Menjual barang - barang tradisional kebutuhan sehari-hari ;Surakarta;Surakarta;Surakarta;-7.5809559;110.8190461
Roti Bakar Pak Parjoko;menjual roti bakar;Surakarta;Surakarta;Surakarta;-7.590361;110.8292499
Toko Kelontong Bu Wiji;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5900578;110.8321953
Lestari Rental Alat Alat Outdoor;persewaan alat outdoor;Surakarta;Surakarta;Surakarta;-7.5370343;110.8118405
Angkringan Esghe;menjual nasi kucing, nasi sayur ,nasi oseng, sundukan,girengan dan minuman;Surakarta;Surakarta;Surakarta;-7.5547519;110.8248076
Kantin Rs Triharsi;menjual nasi sayur komplit,gorengan,nasi soto minuman;Surakarta;Surakarta;Surakarta;-7.5572113;110.8242953
Kios Sayur Bu Sri;kios sayur;Surakarta;Surakarta;Surakarta;-7.5468422;110.8209425
Toko Kelontong Bu Tumini;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5917081;110.8282611
Toko Kelontong Bu Tuminem;warung kelontong;Surakarta;Surakarta;Surakarta;-7.5917418;110.828279
Bakso Satria;warung bakso;Surakarta;Surakarta;Surakarta;-7.5872373;110.8305182
Warung Sayur Mbak Yuli;jualan sayur matang;Surakarta;Surakarta;Surakarta;-7.587353;110.8305509
Batik Sukiyadi;Menjual pakaian batik;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Pak Nonot;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Minuman Agus;menjual minuman;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Tahu Bakso Bu Maryati;Menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Roti Bu Maryati;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Mie Ayam Pak Min;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Wm Pak Di;menjual maknan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Wm Mbah Darmo;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Warung Makan Sarbani;Menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Bakso Pak Ran;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Walidi;menjual l sembako;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Warung Makan Bu Yuli;Menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Warung Milenium;Menjual makanan;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Warung Makan Mbak Bejo;Menjual makanan;Surakarta;Surakarta;Surakarta;-7.5751888888888885;110.82611388888888
Warung Berkah;menhual makanan;Surakarta;Surakarta;Surakarta;-7.575316666666667;110.82617222222223
Es Dawet Mb Yanik;menjual minuman;Surakarta;Surakarta;Surakarta;-7.575316666666667;110.82617222222223
Warung Mbak Juni;Menjual makanan;Surakarta;Surakarta;Surakarta;-7.575483333333334;110.82655
Warung Makan Sederhana;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575316666666667;110.82617222222223
Minuman Pak Yudhi;menjual minuman;Surakarta;Surakarta;Surakarta;-7.575483333333334;110.82655
Bh Tari;menjual makanan;Surakarta;Surakarta;Surakarta;-7.575483333333334;110.82655
Jual Sprei Bantal Guling;Menjual sprei, sarung bantal ,sarung guling;Surakarta;Surakarta;Surakarta;-7.560629;110.8329127
Wedangan;Menjual berbagai macam makanan ringan, gorengan dan es ;Surakarta;Surakarta;Surakarta;-7.5783017;110.83934
Pengadaan Kebutuhan Cetak Pak Sugeng;Menjual Pengadaan Kebutuhan Cetak;Surakarta;Surakarta;Surakarta;-7.5813758;110.8293514
Gorengan Dan Nasi Bungkus Aini;Membuat Gorengan Dan Nasi Bungkus;Surakarta;Surakarta;Surakarta;-7.5815284;110.8291132
Aneka Jajanan Gorengan Bu Nur;warung tela-tela;Surakarta;Surakarta;Surakarta;-7.5897282;110.8300274
Kios Hp Zahra Celluller (Notoharjo);menjual hp di pasar;Surakarta;Surakarta;Surakarta;-7.5894;110.83441944444445
Warung Kelontong Mbk Asih;menjual barang kebutuhan harian;Surakarta;Surakarta;Surakarta;-7.5506217;110.834495
Iwan Cell;jual pulsa dan voucher internet;Surakarta;Surakarta;Surakarta;-7.5643808;110.8579479
Jual Lampu Agung (Notoharjo);lampu;Surakarta;Surakarta;Surakarta;-7.589397222222222;110.83440833333333
Kios Hp Landung (Notoharjo);handphone;Surakarta;Surakarta;Surakarta;-7.5894055555555555;110.83441944444445
Tambal Ban Pak Sukarno;jasa tambal dan jual ban bekas;Surakarta;Surakarta;Surakarta;-7.5646064;110.8580245
Kios Cd Sapto (Notoharjo);menjual CD di pasar;Surakarta;Surakarta;Surakarta;-7.589391666666667;110.83441666666667
Es Mbak Janji;Menjual Minuman (Es) dan Makanan Ringan;Surakarta;Surakarta;Surakarta;-7.5812476;110.8289246
Kios Sejuta Nada Cell (Notoharjo);menjual handphone di pasar;Surakarta;Surakarta;Surakarta;-7.5894;110.834425
Jual Hp Bekas Suroso (Notoharjo);menjual hp di pasar;Surakarta;Surakarta;Surakarta;-7.589475;110.83454444444445
Kios Bu Warsinah (Notoharjo);menjual alat perlengkapan rumah tangga di pasar;Surakarta;Surakarta;Surakarta;-7.589408333333333;110.83461944444444
Servis Elektronik Andika (Notoharjo);jasa servis elektronik di pasar;Surakarta;Surakarta;Surakarta;-7.589391666666667;110.8346
Jual Alat Penerangan Kuntadi (Notoharjo);menjual alat penerangan di pasar;Surakarta;Surakarta;Surakarta;-7.589186111111111;110.83440833333333
Jual Alat Rumah Tangga Widji (Notoharjo);menjual alat rumah tangga di pasar;Surakarta;Surakarta;Surakarta;-7.589258333333333;110.83428888888889
Jasa Servis Elektronik Kusyanto (Notoharjo);jasa servis elektronik di pasar;Surakarta;Surakarta;Surakarta;-7.589402777777778;110.8346
Es Coklat Panjang Umur;MINUMAN ES COKLAT;Surakarta;Surakarta;Surakarta;-7.551377777777778;110.77638055555556
Toko Pojok Barokah;AQUA GALON, KOPI SACHET , GULA, TEH, PERMEN, SABUN, DETERGEN DLL;Surakarta;Surakarta;Surakarta;-7.551375;110.7763638888889
Wedangan Cak Boy;MAKANAN NASI SAMBAL TERI, INDOMIE;Surakarta;Surakarta;Surakarta;-7.550980555555555;110.77646111111112
Kedai Minuman Dan Snakc;Kulakkan segala macam snack, minuman sachet, dsb;Surakarta;Surakarta;Surakarta;-7.5765493;110.8428672
Toko Kelontong;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5583721;110.7807748
Surakriya;Batik;Surakarta;Surakarta;Surakarta;-7.5710869999999995;110.7882375
Fitria Cookies;Produksi Kue Kering;Surakarta;Surakarta;Surakarta;-7.5617962;110.7878945
Kios Tempe Dan Pisang Bu Misnah (Lt2);Kios Tahu;Surakarta;Surakarta;Surakarta;-7.5473432;110.8215074
Wedangan Pak Cutik;membuat dan menjual menu wedangan;Surakarta;Surakarta;Surakarta;-7.5496467;110.8347833
Kios Sembako Bu Darmi;Kios Sembako;Surakarta;Surakarta;Surakarta;-7.5362339;110.8455537
Pramita Kuspudyqningsih;pakaian bekas;Surakarta;Surakarta;Surakarta;-7.5718116;110.8453599
Kios Sayur Bu Wagiyem;Kios Sayuran;Surakarta;Surakarta;Surakarta;-7.5362339;110.8455537
Kios Bandeng Ibu Giyanti (Lt2);menjual ikan bandeng;Surakarta;Surakarta;Surakarta;-7.5471074;110.8209746
Kios Sayur Bu Sumarmi;KIOS SAYURAN;Surakarta;Surakarta;Surakarta;-7.5360313;110.8455596
Taman Warno/ Kios Pak Marno Mutiara;Menjual tanaman hias;Surakarta;Surakarta;Surakarta;-7.5580558;110.8155922
Atuna Jahit;menerima jahitan baju dari para pelanggan;Surakarta;Surakarta;Surakarta;-7.554677;110.855116
Nasi Liwet Bu Surani;MEMBUAT DAN MENJUAL NASI LIWET;Surakarta;Surakarta;Surakarta;-7.5364767;110.8281299
Wedangan Mpok Vir;membuat dan menjual menu wedangan;Surakarta;Surakarta;Surakarta;-7.5503142;110.8348035
Warung Soto Bu Heru;MENJUAL NASI SOTO DAN ES TEH ;Surakarta;Surakarta;Surakarta;-7.5420564;110.8299548
Bungkus Sikel;jual sepatu ;Surakarta;Surakarta;Surakarta;-7.5518929;110.8409782
Jualan Keripik Ceker Sri Boga;menjual keripik ceker dari ceker ayam;Surakarta;Surakarta;Surakarta;-7.5535103;110.8417235
Gas Bu Tuminah;jualan gas;Surakarta;Surakarta;Surakarta;-7.5537295;110.8414843
Warung Kelontong Novi;MENJUAL ROKOK, MIE INSTAN, GULA PASIR, DAN MAKANAN KECIL;Surakarta;Surakarta;Surakarta;-7.5650356;110.8282376
"Panti Pijat Tuna Netra "" Dimas """;pijat refleksi dan kebugaran;Surakarta;Surakarta;Surakarta;-7.5542347;110.8418135
Bakso Goreng Mbah Kakung;beli bahan tepung, bumbu penyedap, minyak, telur dsb, jual bakso goreng;Surakarta;Surakarta;Surakarta;-7.5766528;110.8429159
Bengkel Las;bengkel las;Surakarta;Surakarta;Surakarta;-7.5527389;110.8399464
Warung Snack Berkah;menjual makanan ringan;Surakarta;Surakarta;Surakarta;-7.5541145;110.7825863
Toko Kelontong Serly;gula pasir, minyak goreng, detergent, pewangi ;Surakarta;Surakarta;Surakarta;-7.5519533;110.8415633
Soto Ayam Mas Bib Joyosuran;menjual soto ayam;Surakarta;Surakarta;Surakarta;-7.5889484;110.8285667
Leny Collection;menjual baju;Surakarta;Surakarta;Surakarta;-7.5769535;110.8362256
Sosis Solo(Sosis Basah) Mb Anggi;membuat dan menjual sosis solo atau sosis basah ;Surakarta;Surakarta;Surakarta;-7.5768145;110.8373541
Sablon Kaos Dwi Santoso;Melayani jasa sablon kaos;Surakarta;Surakarta;Surakarta;-7.5675;110.8541433
Snack Ringan;beli makanan snack, rambak kulit, usus ayam, markuni dll;Surakarta;Surakarta;Surakarta;-7.5763647;110.842584
Jualan Bandeng;ikan bandeng;Surakarta;Surakarta;Surakarta;-7.5790529;110.8418018
Kios Daging Bu Sri;Kios Daging;Surakarta;Surakarta;Surakarta;-7.5360379;110.8456984
Pangkalan Gas Elpiji 3 Kg Murtantini;gas elpiji 3 kg;Surakarta;Surakarta;Surakarta;-7.5455672;110.8096564
Alvin Shoes;menjual sepatu dan sandal;Surakarta;Surakarta;Surakarta;-7.5735653;110.8313673
Jual Beli Brang Rosok;barang rosok;Surakarta;Surakarta;Surakarta;-7.5763718;110.8425747
Produsen Alat Beladiri;alat beladiri;Surakarta;Surakarta;Surakarta;-7.576085;110.8420367
Es Krim;es krim;Surakarta;Surakarta;Surakarta;-7.576644;110.8429287
Toko Yanto;kebutuhan pokok rumah tangga;Surakarta;Surakarta;Surakarta;-7.560939717582621;110.78442378580381
Es Degan Bu Suyamti;;Surakarta;Surakarta;Surakarta;-7.5680501;110.8585824
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.562593944444444;110.8390273888889
Toko Kelontong Mulyo Jati;;Surakarta;Surakarta;Surakarta;-7.5678775;110.8551911
Warung Bu Subiyah;ayangniawati@gmail.com;Surakarta;Surakarta;Surakarta;-7.5673889;110.8545983
Toko Mbak Ely;;Surakarta;Surakarta;Surakarta;-7.5679298;110.854957
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.5627838;110.839599
Rujak Es Krim Pak Dalimin;dalimin34@gmail.com;Surakarta;Surakarta;Surakarta;-7.5298742;110.8130418
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.562599166666667;110.8390273888889
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.562613916666667;110.83905027777777
Toko Kelontong Pak Mardi;;Surakarta;Surakarta;Surakarta;-7.529786;110.813098
Toko Kelontong Mbak Yuli;yulias123@gmail.com;Surakarta;Surakarta;Surakarta;-7.5266154;110.8126544
Warung Bu Praptini;galuhesteh12@gmail.com;Surakarta;Surakarta;Surakarta;-7.5669417;110.8557512
Toko Yahya;daryanti83@gmail.com;Surakarta;Surakarta;Surakarta;-7.52671;110.8127219
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.562646861111111;110.83914947222222
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.562701;110.8396625
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.5626429;110.8398026
Alila Shop;;Surakarta;Surakarta;Surakarta;-7.5675282;110.8549713
Warung Mak Harmi;;Surakarta;Surakarta;Surakarta;-7.5674068;110.8548922
Bubur Bu Sri;facrie86@gmail.com;Surakarta;Surakarta;Surakarta;-7.5656645;110.7999856
Tempe Gembus Sri Atun;;Surakarta;Surakarta;Surakarta;-7.5382378;110.8299704
Tempe Pak Ngadikun;;Surakarta;Surakarta;Surakarta;-7.566165;110.8539351
Warung Es Teh Parijanto;;Surakarta;Surakarta;Surakarta;-7.5659217;110.854025
Kios Bunga Vian;;Surakarta;Surakarta;Surakarta;-7.5678683;110.86009
Minuman Sari Jeruk;;Surakarta;Surakarta;Surakarta;-7.5721957;110.8299121
Kios Empon-Empon;;Surakarta;Surakarta;Surakarta;-7.5627547;110.839691
Kios Bumbu Dapur;;Surakarta;Surakarta;Surakarta;-7.562688805555555;110.83890533333333
Hik Pak Mulyadi;;Surakarta;Surakarta;Surakarta;-7.5550234;110.8212234
Bakso Bakar Mbah Jum;trihartatik01@gmail.com;Surakarta;Surakarta;Surakarta;-7.5509383;110.8067616
Kios Bunga Edelweis;begebego1@gmail.com;Surakarta;Surakarta;Surakarta;-7.5683514;110.8597537
Bengkel Sholeh Motor;;Surakarta;Surakarta;Surakarta;-7.5474612;110.8146238
Soto Mbah Darmo;;Surakarta;Surakarta;Surakarta;-7.5518771;110.840986
Pokecrotz;;Surakarta;Surakarta;Surakarta;-7.5471515;110.814744
Berkah Letter;khoirulumam78@gmail.com;Surakarta;Surakarta;Surakarta;-7.5565577;110.7858135
Kios Bunga Cempaka;;Surakarta;Surakarta;Surakarta;-7.5679033;110.8599433
Warung Makan Mak Nah;;Surakarta;Surakarta;Surakarta;-7.5438655;110.8383451
Kios Dahlia;mitalutfinurani@gmail.com;Surakarta;Surakarta;Surakarta;-7.5683514;110.8597537
Ayam Goreng Bu Jum;jumiyem06@gmail.com;Surakarta;Surakarta;Surakarta;-7.5609259;110.8006711
Warung Makan Brrow Putut;bayurobyardyaw@gmail.com;Surakarta;Surakarta;Surakarta;-7.549721;110.8068045
Wedang Ronde Dan Asle;;Surakarta;Surakarta;Surakarta;-7.5671455;110.8576738
Mie Goreng Hot Es Buah Dan Ayam Adik Ciko;ah26091978@gmail.com;Surakarta;Surakarta;Surakarta;-7.5703239;110.7971523
Aluminium Carstenz;eddycarstenz@gmail.com;Surakarta;Surakarta;Surakarta;-7.5810847;110.8343454
Nasi Goreng Lek Wer;;Surakarta;Surakarta;Surakarta;-7.5799209;110.8392711
Aneka Minuman;;Surakarta;Surakarta;Surakarta;-7.572883;110.8298782
Warung Ayam Penyet Mbak Tanti;;Surakarta;Surakarta;Surakarta;-7.5808502;110.8195711
Hasan Onderdil;hasanooo@gmail.com;Surakarta;Surakarta;Surakarta;-7.5865472;110.8396037
Warung Makan Babe;;Surakarta;Surakarta;Surakarta;-7.5456429;110.8390997
Ayam Geprek Mbak Yuli;DESAIN.KAOSKU2020@gmail.com;Surakarta;Surakarta;Surakarta;-7.5691168;110.8464071
Pengrajin Akik Pak Suroto;mmkiki282@gmail.com;Surakarta;Surakarta;Surakarta;-7.5812333;110.8342276
Warung Makan Mas Didik;dicktok0@gmail.com;Surakarta;Surakarta;Surakarta;-7.5845786;110.8399208
Jasa Keropok Kepala Kambing Surati;nauraarashya1396@gmail.com;Surakarta;Surakarta;Surakarta;-7.5807347;110.8347727
Pedagang Lumpia;;Surakarta;Surakarta;Surakarta;-7.5693517;110.831825
Ifha Makeover;wdihfa2511@gmail.com;Surakarta;Surakarta;Surakarta;-7.5811866;110.8347896
Es Jus Mbak Dewi;sulistyowatidewi@gnail.com;Surakarta;Surakarta;Surakarta;-7.5817321;110.8381846
Toko Snack Bu Siti;;Surakarta;Surakarta;Surakarta;-7.5464543;110.8210272
Warung Kelontong;;Surakarta;Surakarta;Surakarta;-7.5533284;110.8262748
Warung Kelontong;;Surakarta;Surakarta;Surakarta;-7.5528939;110.825849
Gorengan;;Surakarta;Surakarta;Surakarta;-7.5528976;110.825669
Kios Sembako;;Surakarta;Surakarta;Surakarta;-7.563187138888889;110.83805083333333
Kios Kelontong;;Surakarta;Surakarta;Surakarta;-7.563100805555555;110.83802794444445
Kios Kerupuk;;Surakarta;Surakarta;Surakarta;-7.562929138888889;110.83823394444444
Kios Makanan;;Surakarta;Surakarta;Surakarta;-7.562864805555556;110.83802794444445
Kios Sayuran;;Surakarta;Surakarta;Surakarta;-7.562897222222222;110.83805844444444
Ekofee Dimsum;;Surakarta;Surakarta;Surakarta;-7.5848524;110.8160271
Jual Tenongan Mbak Sartini;;Surakarta;Surakarta;Surakarta;-7.5688493;110.8461864
Nasi Bandeng & Oseng Bu Mulyani;;Surakarta;Surakarta;Surakarta;-7.5683511;110.8305863
Tahu Goreng Sriyadi;;Surakarta;Surakarta;Surakarta;-7.5855485;110.8152939
Jenang Tumpang;;Surakarta;Surakarta;Surakarta;-7.5856845;110.8157284
Gethuk, Tape Dan Limpung Goreng;;Surakarta;Surakarta;Surakarta;-7.5683299;110.8305666
Warung Makan Bu Joko;;Surakarta;Surakarta;Surakarta;-7.5687753;110.8067775
Jual Barang Bekas;veradwiastika@gmail.com;Surakarta;Surakarta;Surakarta;-7.5775725;110.8395166
Toko Sembako Bu Ngadinem;85526353298;Surakarta;Surakarta;Surakarta;-7.547292194444444;110.82009122222222
Toko Sembako Pak Joko;82136738644;Surakarta;Surakarta;Surakarta;-7.547153;110.8208852
