Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Jual Ayam Potong;menjual ayam potong;Pasar Kliwon;Kampung Sewu;Lain-lain;-7.5730233;110.84549499972200;;
Warung Kelontong Bu Sariyem;MENJUAL BERBAGAI BARANG KEBUTUHAN HARIAN;Jebres;Kepatihan Kulon;Lain-lain;-7.5622519;110.8310365;;
Bakso Pak Sumanto;menjual bakso dan aneka minuman;Pasar Kliwon;Tegal Rejo;Kuliner;-7.562385027777770;110.84278105555500;;
Kedai Es Dan Bebakaran Mbak Lina;menjual makanan olahan dan aneka minuman disediakan tempat untuk makan ditempat.;Pasar Kliwon;Tegal Rejo;Kuliner;-7.562590138888880;110.84271238888800;;
Bengkel Las Listrik;jasa las;Pasar Kliwon;Kampung Sewu;Lain-lain;-7.57371;110.8451933;;
Jasa Angkut;jasa angkut;Pasar Kliwon;Kp Sewu;Lain-lain;-7.573866599722220;110.845195;;
Rosela;menerima jasa laundry di rumah;Jebres;Kepunton Rt 02 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.5599986;110.8339786;;
Nona Snack N Burger;menjual makanan ringan untuk dibawa pulang;Jebres;Jl Pratanggapati;Kuliner;-7.561697;110.83989713888800;;
Hasna Alya Snack;MENERIMA PESANAN MAKANAN SNACK UNTUK RAPAT, PESTA, DLL;Jebres;Kepatihan Kulon;Kuliner;-7.5623615;110.8306423;;
C.Xo.Kolor;membuat celana/sarung bantal&guling seprei)selimut  dari bahan kain perca/kiloan;Pasar Kliwon;Sangkrah Rt 4 Rw 5;Lain-lain;-7.5768217;110.8377167;;
Warung Mbak Mamik;menjual barang barang kebutuhan rumah tangga;Pasar Kliwon;Jl.Sasonomulyo Rt 002 Rw 001 Baluwarti ;Lain-lain;-7.5764237;110.8255592;;
Tiara Salon;jasa salon : potong rambut,semir,bondeng, facial dll;Banjarsari;Ngadisono;Lain-lain;-7.5478016;110.8306931;;
Diva Loundry;mencuci dan menyetrika;Pasar Kliwon;Kedunglumbu Rt 02/ Rw 01 Pasar Kliwon Surakarta;Lain-lain;-7.5780046;110.8370763;;
Bank Kuoata;menjual pulsa;Pasar Kliwon;Jl.Sasonomulyo Rt 002 Rw 002;Digital;-7.576431;110.825497;;
Ompang Onderdil;menjual   onderdil mobil bekas;Pasar Kliwon;Semanggi;Lain-lain;-7.5866549;110.8391425;;
Bara Reklame;MEMBUAT DAN MENJUAL BOX SOUVENIR(HAMPERS) ;Jebres;Kepatihan Kulon;Desain;-7.5659726;110.8298697;;
Warung Makan Surya;menjual makanan siap saji;Pasar Kliwon;Kampung.Sewu;Kuliner;-7.571561599722220;110.8450116;;
Toko Kelontong Bu Yun;menjual sembako, makanan kecil dan minuman kemasan;Pasar Kliwon;Semanggi;Lain-lain;-7.586639;110.8391896;;
Warung Makan Pecel Pak Widodo;menjual aneka lauk pauk;Pasar Kliwon;Sangkrah;Kuliner;-7.5798307;110.8392913;;
Masakan Jawa;membuat bihun goreng dan capcay goreng ;Pasar Kliwon;Jl.Sasonomulyo Rt 002 Rw 002 Baluwarti ;Kuliner;-7.576425;110.8255594;;
Wedangan Aji;nasi dibungkusi, gorengan dibuat sendiri, ;Pasar Kliwon;Kedunglumbu;Kuliner;-7.5757552;110.8322104;;
Penjahit Tutik;menjahit pakaian;Laweyan;Panularan;Fashion;-7.5746757;110.8063446;;
Jasa Jahit;Menjahit;Jebres;Kepatihan Wetan 7/1 Jl Aru 21A;Fashion;-7.562325027777770;110.83275602777700;;
Kuping Gajah Cap Gajah;PRODUKSI ROTI DAN KUE;Pasar Kliwon;Kampung Sewu;Kuliner;-7.573042861111110;110.84442136111100;;
Bandeng Maya;menjual bandeng;Banjarsari;Dukuhan Nayu Rt 03 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5466258;110.8290663;;
Warung Kelontong Sarsini;menjual sembako;Banjarsari;Ngadisono Rt 01 Rw 01 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5467058;110.8291161;;
Apotek Sugih Waras;menjual obat;Banjarsari;Ngadisono Rt 02 Rw 01 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5466227;110.8288986;;
Warung Sambel Simbok;menjual makanan;Laweyan;Panularan;Kuliner;-7.5747734;110.8068293;;
Gudeg Ceker;Menjual dan menerima pesanan gudeg di rumah;Jebres;Kepunton Rt 07 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5610237;110.837106;;
Toko Nova;menjual bahan makanan, dan kebutuhan pokok;Banjarsari;Sumpingan;Lain-lain;-7.5389336;110.8081672;;
Tahu Ayam Mbak Ani;Menjual dan menerima pesanan tahu isi ayam di rumah;Jebres;Kepunton Rt 07 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5607061;110.8368609;;
Isi Ulang Air Minum Tirta Tiara;Menerima isi ulang air minum di rumah;Jebres;Kepunton Rt 09 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.561119;110.8343429;;
Catering Sekar;Menerima pesanan makanan/nasi box untuk berbagai acara di rumah;Jebres;Kepunton Rt 01 Rw 03 Tegalharjo, Jebres, Surakarta;Kuliner;-7.5601642;110.8348763;;
Laundry Wongso Wijoyo;Menerima laundry di rumah;Jebres;Kepunton Rt 03 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.5609961;110.8339343;;
Warung Snack Bu Padmi;menjual makanan ringan di rumah;Jebres;Kepunton Rt 07 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5613531;110.835527;;
Foto Copy;jasa fotokopi;Pasar Kliwon;Sewu;Digital;-7.5712133;110.8415983;;
Warung Berkat;menjual warung kelontong;Laweyan;Panularan;Lain-lain;-7.4956549;110.8066603;;
Alma Collection;menjual perlengkapan alat tulis dan tas;Pasar Kliwon;Kedunglumbu Rt 01 Rw 01;Fashion;-7.577025;110.83598611111100;;
Batik Putri Genesh;menjual daster dan kain batik;Serengan ;Teposanan;Fashion;-7.569636865526030;110.81547525721600;;
Aska Celluler;menjual pulsa dan token listrik;Serengan ;Teposanan;Digital;-7.572000478401380;110.81377750272900;;
Aneka Gorengan Dan Jamur Crispy;Mengolah makanan mentah menjadi gorengan ;Pasar Kliwon;Sangkrah Rt 02 Rw 01, Pasar Kliwon, Surakarta ;Kuliner;-7.5757554;110.8381897;;
Pink Jus;menjual minuman;Laweyan;Panularan;Kuliner;-7.57467;110.8063236;;
Bundaku Salon;melayani jasa Potong rambut & make up wajah;Banjarsari;Gambirsari Rt 04 Rw 03 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5466526;110.8290287;;
Pak Darno Pigura;membuat dan menjual pigura lukisan / foto;Laweyan;Kios Pujasari Jl.Museum;Kriya;-7.5693615;110.8144628;;
Kripik Tempe Krispi Mahanaim;membuat keripik tempe dan dijual secara grosir;Jebres;Ngasinan ;Kuliner;-7.5597512;110.8489592;;
Mustika Salon;menjual jasa kecantikan;Laweyan;Panularan;Lain-lain;-7.5746273;110.8064815;;
Catering Mbok Entik;Menerima pesanan nasi box dan snack di rumah;Jebres;Kepunton Rt 07 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5610191;110.8371144;;
Warung Sela;menjual warung kelontong;Laweyan;Panularan;Lain-lain;-7.5746585;110.8063251;;
Salon Shedah Ayu;menjual jasa kecantikan;Laweyan;Panularan;Lain-lain;-7.5745427;110.8064019;;
Warung Kelontong Bu Sri Yanti;mENJUAL mAKANAN KECIL, MINUMAN KEMASAN SEMBAKO DLL;Pasar Kliwon;Semanggi;Lain-lain;-7.586064777777770;110.83790586111100;;
Jasa Cuci Motor & Mobil Talenta;melayani jasa cuci motor mobil;Banjarsari;Ngadisono Rt 01 Rw 01 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5468131;110.8290771;;
Buchori Bacary;membuat roti;Pasar Kliwon;Semanggi;Kuliner;-7.5865452;110.839129;;
Danisa Rajut;menjual rajutan;Serengan ;Teposana;Kriya;-7.5692485;110.815485;;
Saund System Talenta;menyewakan sound system;Banjarsari;Ngadisono Rt 01 Rw 01 Joglo Banjarsari Solo Jateng;Digital;-7.5468131;110.8290771;;
Warung Pulsa Dan Alat Tulis;menjual alat tulis dan menjual pulsa hp di rumah;Jebres;Kepunton Rt 05 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.5615577;110.8341998;;
Sop Matahari Annissa;menjual dan menerima pesanan sop matahari di rumah;Jebres;Kepunton Rt 08 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5609507;110.8350247;;
Maria Aneka Gorengan;membuat aneka gorengan..disetorkan ke warung warung juga menerima pesanan untuk acara arisan/acara lain;Pasar Kliwon;Sangkrah Rt 2/6;Kuliner;-7.577085;110.8362283;;
Dapur Gaia;Membuat makanan frozen;Jebres;Petoran;Kuliner;-7.5601436;110.8476328;;
Batik Putra Laweyan;membuat dan menjual batik;Laweyan;Jl. Sidoluhur No.6 Laweyan, Laweyan, Surakarta;Fashion;-7.5706768;110.7976041;;
Toko Bu Supri;toko klontong kebutuhan pokok harian;Laweyan;Reksogadan;Lain-lain;-7.5700399;110.8009336;;
Warung Sembako Bu Ratmi;Menjual berbagai macam kebutuhan bahan2 pokok;Laweyan;Jl Seruni 2 No 5;Lain-lain;-7.56091;110.810015;;
Wedangan Tidhi;menjual nasi bungkus dan minuman ;Laweyan;Purwonegaran ;Kuliner;-7.5656784;110.8142727;;
Tahu Petis Aqila;menjual tahu petis;Pasar Kliwon;Gambuhan Rt 003 Rw 002 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5757704;110.8247509;;
Warung Bakmi Mbak Lupi;menjual bakmi dan nasi goreng ;Laweyan;Purwonegaran;Kuliner;-7.5658205;110.8133985;;
Jkp;PERMATA, BERLIAN, BATU MULIA, CINCIN, KALUNG;Serengan ;Jl Gatot Subroto 161;Lain-lain;-7.5756782;110.8202332;;
Warung Makan Amin;menjual nasi sayur;Jebres;Jl Sangihe ;Kuliner;-7.5632893;110.8342414;;
Sangkar Burung Murai;membuat sangkar burung dari bambu;Pasar Kliwon;Tegal Rejo;Kriya;-7.5604686;110.8402125;;
Rosmin;jual beli jajanan khas ;Laweyan;Kabangan ;Kuliner;-7.5691203;110.7994015;;
Nasi Bungkus Bu Wagiyem;jualan nasi bungkus;Pasar Kliwon;Sangkrah;Kuliner;-7.5760643;110.8401741;;
Yans Cell;MENJUAL PAKETAN PULSA KUOTA INTERNET DLL SERTA MENERIMA JASA PEMBAYARAN REKENING LISTRIK, PULSA LISTRIK (TOKEN) ;Jebres;Jl. Abdul Muis No. 44;Digital;-7.5630446;110.8288005;;
Warung Es Dan Aneka Minuman Saset;Menjual makanan ringan, minuman botol, dan aneka es ;Pasar Kliwon;Sangkrah Rt 02 Rw 05, Pasar Kliwon, Surakarta ;Kuliner;-7.5765624;110.8361234;;
Warung Pak Sukamto;Menjual makanan ringan, minuman botol, dan aneka es ;Pasar Kliwon;Sangkrah Rt 02 Rw 05, Pasar Kliwon, Surakarta ;Kuliner;-7.5765624;110.8361234;;
Dapur Bukevi;Menyediakan nasi box, snack, dan paket makanan jumat berkat;Jebres;Kandangsapi;Kuliner;-7.5574487;110.839424;;
Warung Berkah;jual beli sembako;Banjarsari;Gambirsari Rt 03 Rw 03 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5451981;110.8299763;;
Warung Timlo Mbak Ning;menjual masakan timlo;Pasar Kliwon;Jln Sasonomulyo Rt 002 Rw 002 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.576632;110.8249441;;
Ayu Fashion;bergerak dibidang jual beli baju;Pasar Kliwon;Sangkrah;Fashion;-7.5763256;110.8367321;;
Karak Master;membuat keripik atau kerupuk dari beras atau karak merk master;Jebres;Ngemingan;Kuliner;-7.5608583;110.8379467;;
Warung Rahayu;menjual makanan dan minuman;Jebres;Ngasinan;Kuliner;-7.5604056;110.8500782;;
Sate Kere Yu Tari;menjual sate sapi dan sate ayam;Banjarsari;Priyobadan;Kuliner;-7.567394245422970;110.81409987072500;;
Warung Bu Apri;Menjual kebutuhan rumah tangga dan rokok;Serengan ;Teposanan;Lain-lain;-7.5698373;110.8150072;;
Butoko Kelontong Pak Sukir;menjual gula, teh maknan kecilgas elpiji 3 kg;Pasar Kliwon;Semanggi;Lain-lain;-7.5887599;110.838791;;
Warung Fallah;Menjual bahan kebutuhan pokok di rumah;Pasar Kliwon;Mangkuyudan;Lain-lain;-7.5684183;110.8039992;;
Abadi Clean Dan Al Payet;menerima jasa laundry dan pasang payet di rumah;Jebres;Kepunton Rt 07 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.5608909;110.834877;;
Laundrygram;Mencuci dan setrika baju,celana, selimut dan bahan lainnya.;Laweyan;Jl Seruni 1 No 6;Lain-lain;-7.5605857;110.8092809;;
Gudang Ramajaya;penyimpanan bahan roti;Jebres;Jl Sangihe No 6;Lain-lain;-7.5637556;110.8340734;;
Warung Bu Sulastri;memasak / latengan ;Jebres;Jln Prof Wz Yohanes ( Barat Stasiun Jebres);Kuliner;-7.5620652;110.838307;;
Warung Makan Ndorone;warung makan masakan jawa;Pasar Kliwon;Jln Sasonomulyo Rt 002 Rw 002;Kuliner;-7.5764214;110.8255444;;
Oxymax Air Minum Kemasan Dan Galon;menjual air kemasan dan galon di rumah;Jebres;Kepunton Rt 02 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.560032;110.833641;;
Tb Rukun Jaya;bahan bangunan;Pasar Kliwon;Kampung Sewu;Lain-lain;-7.5713104;110.8418102;;
Snack;menjual makanan ringan;Jebres;Pasar Tanggul;Kuliner;-7.571475027777770;110.84099577777700;;
Warung Makan Mbak Tuk/ Ibu Lativa + Okta;Mengolah masakan rumah;Pasar Kliwon;Sangkrah Rt 01 Rw 05, Pasar Kliwon, Surakarta ;Kuliner;-7.5760953;110.835929;;
Usaha Keripik Daun Singkong;membuat keripik daun singkong;Jebres;Kandangsapi;Kuliner;-7.5558852;110.8407039;;
Jasa Jahit Daster;Mengolah kain menjadi daster ;Pasar Kliwon;Sangkrah Rt 02 Rw 01, Pasar Kliwon, Surakarta ;Fashion;-7.5759037;110.8380707;;
Warung Bu Nikmah;Mengolah makanan ;Pasar Kliwon;Sangkrah Rt 02 Rw 05, Pasar Kliwon, Surakarta ;Kuliner;-7.575321;110.8362149;;
Warung Makan;memasak ;Jebres;Jln Suryo 41 ;Kuliner;-7.5648642;110.8376287;;
Penjahit Mbak Wanti;MEMBUAT PAKAIAN SESUAI PESANAN;Banjarsari;Gambirsari;Fashion;-7.5433451;110.8291033;;
Wedangan Pak Brewok;menjual tehes teh, nasi bungkus;Pasar Kliwon;Semanggi;Kuliner;-7.5882777;110.8380322;;
Putra Jaya Motor; menjual onderdil sepeda motor,  minyak pelumasmenservis sepeda motor;Pasar Kliwon;Semnggi;Lain-lain;-7.5883518;110.8382968;;
Toko Klontong Bu Irah;Menjual kebutuhan pokok, sembako dan lain lain ;Pasar Kliwon;Sangkrah, Rt 01 Rw 05, Pasar Kliwon, Surakarta ;Lain-lain;-7.576096;110.8359285;;
Madu Asyifa;menjual madu;Banjarsari;Banyuanyar ;Kuliner;-7.5329979;110.8026955;;
Mie Ayam Jakarta Tegal Rejo;menjual makanan dan minuman dan disediakan tempat untuk makan minum;Pasar Kliwon;Tegal Rejo;Kuliner;-7.5621886;110.8419025;;
Warung Akbar;menjual nasi soto ;Laweyan;Purwonegaran ;Kuliner;-7.5663078;110.8126004;;
Warung Amanah;menjual gula pasir dan sembako;Banjarsari;Priyobadan;Lain-lain;-7.5668244;110.8166535;;
Toko Kelontong Bu Wiji;menjual sembako;Jebres;Jl Sangihe ;Lain-lain;-7.5632897;110.8342421;;
Dalgona;berjualan es kopi;Jebres;Jl Sangihe ;Kuliner;-7.5634077;110.8346658;;
Sutris Donat;membuat donat aneka rasa/isian untuk dititipkan ke warung warung..juga menerima pesanan;Pasar Kliwon;Sangkrah Rt 2 Rw 6;Kuliner;-7.5765132;110.8365173;;
Jualan;dari bahan tepung terigu.telur, bumbu penyedap rasa secukupnya dan tambhkan air sediakan kompor jg cetakan baklor kasih minyak. trs iris daun loncang campurkan lalu masukkan ke cetakan yg sudah panas. dah matang bubukan kecap sambal caos  siap di santap;Pasar Kliwon;Sawahan Sangkrah;Kuliner;-7.5790184;110.8417123;;
Aneka Snack Bu Japher;menjual aneka snack;Laweyan;Purwonegaran;Kuliner;-7.5662808;110.8134272;;
Toko Upik;Menjual sembako;Laweyan;Panularan Rt004 Rw008;Lain-lain;-7.5747763;110.8068256;;
Os Dimsum Solo;Memasak dan Menjual Olahan Daging berupa Dim Sum (Frozen Food)Secara online;Pasar Kliwon;Mangkuyudan;Kuliner;-7.5679919;110.8033398;;
Toko Amanah;Menjual Kebutuhan Pokok di Rumah;Pasar Kliwon;Mangkuyudan ;Lain-lain;-7.5681886;110.8035174;;
Ayam Bakar Aw;Menjual Ayam dan Ikan Bakar/Ikan;Pasar Kliwon;Gajahan Rt 04 Rw 01 Gajahan Pasarkliwon Surakarta;Kuliner;-7.581998399722220;110.8242663;;
Dapur Kita;menerima pesanan aneka nasi box di rumah;Jebres;Kepunton Rt 08 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5608744;110.8350584;;
La Snack;memproduksi kue, menjual dan menerima pesanan snack kue di rumah;Jebres;Kepunton Rt 02 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5600136;110.8336493;;
Magiclean;menerima jasa laundry di rumah;Jebres;Kepunton Rt 02 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.5600138;110.8336529;;
Wedangan Pak Bagyo;menjual makanan;Serengan ;Dipotrunan;Kuliner;-7.5801435;110.8095394;;
Tambal Ban Pak Marcus;jasa tambal ban motor dan mobil;Laweyan;Jl. Museum;Lain-lain;-7.5685283;110.8152168;;
Zona Jajan;menjual makanan dan minuman;Pasar Kliwon;Tegal Rejo;Kuliner;-7.561425194444440;110.83950805555500;;
Bananas Solo;Mengolah Pisang menjadi Pisang goreng krispi;Pasar Kliwon;Sangkrah Rt 04 Rw 01, Pasar Kliwon, Surakarta ;Kuliner;-7.5758703;110.8379967;;
Bensin Bu Sri;jualan bensin eceran;Jebres;Jl Sangihe ;Lain-lain;-7.563561;110.8340579;;
Jual Sembako;MENJUAL BAHAN POKOK;Jebres;Pasar Tanggul;Lain-lain;-7.571458805555550;110.84097288888800;;
Toko Kelontong Lenny;menyediakan sembako;Jebres;Jl Sangihe 6B;Lain-lain;-7.5635821;110.8340986;;
Grosir Daster Nana;berjualan daster ;Jebres;Jl Sangihe No 6B;Fashion;-7.5635957;110.8340943;;
Key Baber Shop;potong rambut, keramas, semir;Pasar Kliwon;Semanggi;Lain-lain;-7.5887104;110.8392429;;
Warung Umi Kartini;menjual aneka makanan ringan& minuman;Pasar Kliwon;Sangkrah;Kuliner;-7.5767329;110.8387142;;
Himalaya;percetakan ;Jebres;Jl Aru 35;Digital;-7.5622651;110.8315356;;
Merthasari;menjual aneka masakan bali (babi) di rumah;Jebres;Kepunton Rt 07 Rw 03 Tegalharjo Jebres Surakarta;Kuliner;-7.5600138;110.8336529;;
Es Tombo Ngelak;menjual makanan dan minuman;Jebres;Ngasinan Rt 001 Rw 012;Kuliner;-7.5592560833333300;110.85157011111100;;
Aming Bordir;Jasa bordir baju, topi, mukena;Pasar Kliwon;Jl. Sampangan No 21 Sangkrah;Fashion;-7.576697;110.8387933;;
Rino Salon;potong & perawatan rambut ;Banjarsari;Ngadisono Rt 03 Rw 01 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5466366;110.8291925;;
Jasa Pembayaran Listrik Pak Rahayu;Menyediakan jasa pembayaran listrik, PBb, PDAM, token listrik, pulsa telepon;Jebres;Purwoprajan;Lain-lain;-7.5577609;110.8396088;;
Toko Kelontong Pak Pardi;menjual alt tulis,  maknan kecil, minuman kemasan;Pasar Kliwon;Semanggi;Lain-lain;-7.5888407;110.8387158;;
Soto Ayam Pandu 99;menjual soto ayam ;Jebres;Purwopuran;Kuliner;-7.5640754;110.8372618;;
Warung Sembako;menjual sembako;Jebres;Pasar Tanggul;Lain-lain;-7.571490722222220;110.84098813888800;;
Ash Busana;menjual baju online di rumah;Jebres;Kepunton Rt 04 Rw 03 Tegalharjo Jebres Surakarta;Fashion;-7.5597064;110.8338747;;
Jahit Daster / Home Dress;Mengolah kain menjadi daster atau pakaian sehari hari ;Pasar Kliwon;Tegalkonas , Rt 02 Rw 07, Kedunglumbu, Pasar Kliwon, Surakarta ;Fashion;-7.5742184;110.8341868;;
Aneka Gorengan;Mengolah aneka gorengan mentah / frozen menjadi siap makan;Pasar Kliwon;Sangkrah Rt 02 Rw 05, Pasar Kliwon, Surakarta ;Kuliner;-7.5746063;110.8364791;;
Toko Sembako;menjual beras;Jebres;Pasar Tanggul;Lain-lain;-7.571393;110.84096525;;
Gorengan Bu Darmawan;membuat makanan atau kue basah;Jebres;Ngasinan;Kuliner;-7.5596483;110.8492817;;
Catering Bu Endang;produksi nasi kotak / nasi bungkus ;Jebres;Purwopuran;Kuliner;-7.5638367;110.836665;;
Loundry Resq;Mencuci baju pelanggan;Pasar Kliwon;Tegal Rejo;Lain-lain;-7.561055166666660;110.84055327777700;;
Fishing Raden Saleh;Menjual alat pancing;Jebres;Kepunton Rt 02 Rw 03 Tegalharjo Jebres Surakarta;Lain-lain;-7.559768;110.8342703;;
"Mbak Ning ""Good Food""";MENJUAL MASAKAN BHAKMI, NASI GORENG, DAN GADO GADO;Jebres;Kepatihan Kulon;Kuliner;-7.5618935;110.8297908;;
Goregan Ibu Sukirah;BAKWAN,MENDOAN,PISANG GORENG ,TAPE GORENG DLL;Banjarsari;Sumber Nayu;Kuliner;-7.54328;110.8261933;;
Mie Ayam Pak Man;menjual mie ayam;Laweyan;Sriwedari;Kuliner;-7.5697734;110.8117654;;
Warung Makan Kyla;menjual nasi sayur;Laweyan;Purwonegaran ;Kuliner;-7.5656864;110.8100741;;
Toko Buku Maju;menjual buku dan Al quran;Laweyan;Kios Buku Sriwedari;Lain-lain;-7.5697661;110.8127235;;
Hartono Tailor;jasa jahit dan permak baju;Laweyan;Purwonegaran;Fashion;-7.566645070917500;110.81165662976900;;
Qela Olshop Collection;menjual aneka celana kain dan sprei;Serengan ;Teposanan ;Fashion;-7.5699079;110.8152933;;
Warung Makan Bu Slamet;menjual nasi sayur;Laweyan;Sriwedari;Kuliner;-7.5691827;110.8123054;;
Warung Soto Dan Kare Bu Marcos;menjual nasi soto dan kare;Laweyan;Purwonegaran;Kuliner;-7.5649302;110.8109948;;
Bebek Goreng Maduea United;menjual bebek goreng ayam goreng;Pasar Kliwon;Semanggi;Kuliner;-7.58823;110.8376167;;
Madhu Collection;membuat pakaian wanita;Serengan ;Dipotrunan ;Fashion;-7.5801235;110.8081185;;
Jasa Pengetikan St Com;menerima jasa pengetikan dan cetak kartu;Laweyan;Kios Buku Sriwedari;Digital;-7.5698804;110.8124096;;
Toko Buku Aseka;menjual buku cerita,buku sekolah dll;Laweyan;Kios Buku Sriwedari No 24;Lain-lain;-7.5700187;110.8124966;;
Toko Buku Bildhon Book;menjual buku cerita,buku sekolah dll;Laweyan;Kios Buku Sriwedari;Lain-lain;-7.5698108;110.8128455;;
Toko Buku Nobi;menjual berbagai macam buku cerita dan buku sekolah;Laweyan;Kios Buku Sriwedari;Lain-lain;-7.5698966;110.8126752;;
Sosis Mbak Ira;membuat dan menjual sosis ayam;Jebres;Kebonan;Kuliner;-7.5710395;110.8121476;;
Toko Buku Gembil;menjual buku cerita dan buku sekolah;Laweyan;Kios Buku Sriwedari;Lain-lain;-7.5700103;110.8127403;;
Penjahit Baju Mbak Mudah;menjahit kain menjadi baju apabila  ada yg menjahitkan ;Pasar Kliwon;Gambuhan Rt 004 Rw 002 Baluwarti Pasar Kliwon Surakarta ;Fashion;-7.5762181;110.8241748;;
Karak Dan Tahu Bacem Mbak Tutik;produksi karak di rumah;Jebres;Purbowardayan Rt 02 Rw 02 Tegalharjo Jebres Surakarta;Kuliner;-7.5627605;110.8368516;;
Geist Cell;konter pulsa;Jebres;Jl Arifin 52;Digital;-7.5638042;110.8312105;;
Ditya Eka Septiana;menjual es kelapa ;Pasar Kliwon;Kp Sewu ;Kuliner;-7.5707497;110.8407142;;
Lpg Hadi Rohim;agen gas LPJ 3kg;Banjarsari;Gambirsari ;Lain-lain;-7.5445941;110.8279624;;
Isi Ulang Tirta Murni 3;usaha destilasi air minum isi ulang;Jebres;Gulon;Lain-lain;-7.5511695;110.8657914;;
Sepatu Bakti Solo;FASHION ( SEPATU );Serengan ;Jl Honggowongso No 117;Fashion;-7.5757922;110.8157515;;
Warmindo Bon Rodjo;menjual aneka makanan dan minuman ;Laweyan;Sriwedari;Kuliner;-7.5691803;110.8122667;;
Potong Rambut;jasa pangkas rambut Madura ;Jebres;Jln Prof Wz Yohanes Barat Stasiun Jebres ;Lain-lain;-7.5623123;110.8387303;;
Kopidangan Mom Dee;menjual nasi bandeng,nasi ayam, indomie rebus atau goreng, sundukan sosis, sundukan usus, sundukan telur puyuh, sundukan otak-otak, minuman teh, minuman jeruk, minuman jahe, minuman instant;Banjarsari;Jl. Kahuripan Barat 1 No 50;Kuliner;-7.5501098;110.8069923;;
Sempol Goreng Victory;Menjual makanan Sempol Ayam yang digoreng;Jebres;Posanan Rt.01 Rw.06, Tegalharjo, Jebres, Surakarta ;Kuliner;-7.5576945;110.8326342;;
Jahitan Bu Tatik;penyedia jasa jahit atau produksi pakaian jadi;Jebres;Posanan Rt.01 Rw.06, Tegalharjo, Jebres, Surakarta ;Fashion;-7.5571369;110.8326447;;
5 Macam Bubur Dan Brambang Asem;berjualan bubur dikampung;Jebres;Posanan Rt 01/06 Jebres Surakarta;Kuliner;-7.5578983;110.8328837;;
Toko Mebel Pak Sumanto;Menjual perabotan rumah tangga ;Jebres;Posanan Rt.01 Rw 06, Tegalharjo, Jebres, Surakarta ;Kriya;-7.5572238;110.8324301;;
Brambang Goreng Dan Lele Goreng;berjualan brambang dan lele goreng;Jebres;Posanan Rt 01/06 Jebres Surakarta;Kuliner;-7.55849;110.8332739;;
Marijum Food;zahramurcahyo@gmail.com;Banjarsari;Banyuanyar ;Kuliner;-7.5408199;110.8102847;;
Warung Mie Ayam Bu Sulinem;menjual Mie Ayam ;Banjarsari;Sidomulyo ;Kuliner;-7.5383639;110.8082401;;
Warung Makan Bu Santi;Berjualan nasi sayur dan lauk pauk untuk warga sekitar;Jebres;Posanan Rt. 01 Rw. 06, Tegalharjo, Jebres,Surakarta;Kuliner;-7.5572267;110.8324515;;
Toko Mebel Pak To;Penyedia Jasa mebeler ;Jebres;Posanan Rt.01 Rw.06, Tegalharjo, Jebres, Surakarta ;Kriya;-7.5576787;110.8325602;;
Es Jus Mbak Sri;Menjual Es buah ;Banjarsari;Banyuanyar ;Lain-lain;-7.540785;110.8092904;;
Putra Sekawan Abadi;membuat pakaian anak ;Serengan ;Tipes;Fashion;-7.579144;110.8086081;;
Unyil Apparel;membuat pakaian olahraga ;Serengan ;Tipes;Fashion;-7.5795625;110.8087988;;
Toko Kelontong Maryatni;menjual sembako, beras , makanan ringan dan kebutuhan sehari hari;Jebres;Tegalharjo Rt 06/05 Jebres, Surakarta;Lain-lain;-7.5579325;110.8326333;;
Toko Kelontong Wibowo;toko kelontong;Banjarsari;Sruni ;Lain-lain;-7.5324344;110.8104302;;
Roti Kering Bu Nur;Menjual Roti Kering;Pasar Kliwon;Jl Banda;Kuliner;-7.570007656218580;110.82529172301200;;
Mahmudi Kutut;Jual Beli Burung perkutut;Pasar Kliwon;Jl Banda;Lain-lain;-7.570007656218580;110.82529172301200;;
