Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Warung Minum Pak Abdul;;Banjarsari;Cinderejo Kidul Rt6 Rw8;Kuliner;-7.5559417;110.8194783;;
Putri Solo;;Pasar Kliwon;Tam Taman Gang 2 No 99;Lain-lain;-7.579071399999999;110.82882769999999;;
Lekkerste;;Banjarsari;Sendang Mulyo;Kuliner;-7.540688899999999;110.8205514;;
Wedangan Bu Ikhsan;;Jebres;Jl Kol. Sutarto No 25;Kuliner;-7.559527;110.84059897222222;;
Sate Kambing Pak No;;Pasar Kliwon;Mojo;Kuliner;-7.5926755;110.8314389;;
Usaha Jual Dan Potong Ayam Pak Paryono (Pasar Ayam);;Pasar Kliwon;Mojo;Lain-lain;-7.5924462;110.8310174;;
Warung Latengan Bu Sugiyarni;;Pasar Kliwon;Mojo;Kuliner;-7.5895683;110.8381525;;
Catering Bu Sri;;Laweyan;Penumping;Kuliner;-7.5685648;110.8079929;;
Warung Ayu;;Laweyan;Penumping;Kuliner;-7.5685708;110.8079907;;
Kios Plastik Miyarsi;;Jebres;Pasar Pucangsawit;Lain-lain;-7.568103777777778;110.85838316666667;;
Menjahit Sprei,Seragam;;Pasar Kliwon;Sangkrah;Fashion;-7.5770801;110.8396615;;
Usaha Katering;;Jebres;Purwodiningratan;Kuliner;-7.566267944444444;110.83760069444445;;
Reseller Pakaian Haninda;;Pasar Kliwon;Mojo;Fashion;-7.5899247;110.8357475;;
Warung Suprapti;;Pasar Kliwon;Sangkrah;Kuliner;-7.5768814;110.8393194;;
Warung Sayur Dan Bumbu Bu Parni;;Serengan ;Tipes ;Lain-lain;-7.5801506;110.807947;;
Mas Altaf Shop;;Serengan ;Harjodipuran;Lain-lain;-7.5893419;110.8230681;;
Warung Kelontong Bu Augiyarri;;Banjarsari;Cinedejo Kidul Rt5 Rw8;Lain-lain;-7.55601;110.8195933;;
Roti Bolu Gulung;;Banjarsari;Cinderejo Kidul Rt5 Rw8;Kuliner;-7.5560779;110.8195107;;
Wedangan Mas Sriyanto;;Banjarsari;"Barat Gereja Bethany Pasar Legi
Jl. Lumban Tobing
Setabelan
Surakarta";Kuliner;-7.5620288;110.8251582;;
Cahaya Laundry;;Laweyan;Bumi;Lain-lain;-7.5662047;110.7913794;;
Warung Makan Ceria;;Laweyan;Bumi;Kuliner;-7.5662381;110.7912656;;
Wedangan Pka Agus;;Banjarsari;Cinederejo Kidul Rt5 Rw8;Kuliner;-7.5562797;110.8195628;;
Wedangan Pak Totok;;Banjarsari;"Selatan South Gate Bar
Monumen 45 Banjarsari
Setabelan
Surakarta";Kuliner;-7.5596019;110.8271494;;
Soto Aji Prada;;Serengan ;Tipes;Kuliner;-7.5775972;110.8106133;;
Gas Lpg Bu Yayuk;;Laweyan;Panularan;Lain-lain;-7.5723869;110.8148113;;
Ikan Tongkol Bu Atun;;Laweyan;Panularan;Kuliner;-7.5723987;110.8148192;;
Warung Nasi Goreng;;Banjarsari;Cinderejo Kidul Rt6 Rw8;Kuliner;-7.5573967;110.8186967;;
Arem Arem Bu Tutik;;Laweyan;Panularan;Kuliner;-7.5723656;110.8148244;;
Latengan Bu Tumiyem;;Laweyan;Panularan;Kuliner;-7.5723719;110.8147322;;
Kios Titik Saryani;;Jebres;Pasar Pucangsawit;Lain-lain;-7.568007;110.85836027777778;;
Kios Sukarti;;Jebres;Pasar Pucangsawit;Lain-lain;-7.567978833333333;110.85836791666667;;
Kios Sri Sumarsih;;Jebres;Pasar Pucangsawit;Lain-lain;-7.568008916666667;110.85836027777778;;
Kios Bu Ester Suliyem;;Jebres;Pasar Pucangsawit;Kuliner;-7.567988833333334;110.85834502777777;;
Latengan Bu Mar;;Laweyan;Penumping;Kuliner;-7.5695205;110.8077821;;
Warung Makan Sukaca;;Laweyan;Penumping;Kuliner;-7.5699086;110.8072675;;
Warung Kelontong Bu Giyarti;;Banjarsari;Cinderejo Kidul Rt6 Rw8;Lain-lain;-7.5567123;110.818921;;
Enik;;Pasar Kliwon;Pasar Klewer Lt 4;Lain-lain;-7.5754777777777775;110.82645555555555;;
Warung Makan Tengkleng Barokah;;Serengan ;Jln Honggowongso 140 ;Kuliner;-7.5777009;110.8151533;;
Warung Toprak Bu Marsi;;Banjarsari;Cinderejo Kidul Rt6 Rw8;Kuliner;-7.5562817;110.8194833;;
Warung Soto Pak Dhe;;Banjarsari;Cinderejo Kidul Rt5 Rw8;Kuliner;-7.55613;110.8189583;;
Fotocopy Babah;;Jebres;Pucangsawit;Digital;-7.564578055555556;110.85260008333333;;
Ayam Putra Bengawan Timur;;Jebres;Pucangsawit;Kuliner;-7.564927083333333;110.85252377777778;;
Fadillah;;Pasar Kliwon;Pasaf Klewer Blok A 46;Lain-lain;-7.575247222222222;110.82693611111111;;
Mustaqimah;;Pasar Kliwon;Pasar Klewer Blok 58;Lain-lain;-7.575397222222223;110.82676388888889;;
Asa Shop Solo;;Jebres;Tegal Kuniran Rt 003 Rw 026 Jebres Surakarta;Fashion;-7.5550937000000005;110.8468802;;
Wr Ibu Suwanti;;Serengan ;Jl Yosudarso No 208;Lain-lain;-7.577994444444444;110.82176944444444;;
Membuat Roti Mbk Winda;;Banjarsari;Cinderejo Kidul Rt5 Rw8;Kuliner;-7.5561417;110.8189817;;
Tengkleng Bu Pon;;Pasar Kliwon;Lojiwetan;Kuliner;-7.5770151;110.8363107;;
Nasi Ayam;;Pasar Kliwon;Kedunglumbu;Kuliner;-7.5770148;110.8363084;;
Warung Soto Pak Pendi;;Serengan ;Tipes;Kuliner;-7.580151;110.8079464;;
Warung Sayur Bu Yatmi;;Banjarsari;Cinderejo Kidul Rt4 Rw8;Lain-lain;-7.55606;110.8193983;;
Warung Kelontong Mbk Wuri;;Banjarsari;Cinderejo Kidul Rt2 Rw8;Lain-lain;-7.555825;110.8203917;;
Yekti Konveksi;;Laweyan;Jalan Wijaya Kusuma Rt.005/Rw.014;Fashion;-7.5768208;110.8079133;;
Tengkleng Mbk Nur;;Pasar Kliwon;Kedunglumbu;Kuliner;-7.5770149;110.8363102;;
Regina Collection;;Serengan ;Tipes ;Fashion;-7.5801501;110.8079498;;
"Kost Putri""Green""";;Jebres;Kepatihan Kulon;Lain-lain;-7.5618226;110.8307521;;
Yekti Harjani;;Pasar Kliwon;Pasar Klewer Lt 4;Lain-lain;-7.574686111111111;110.82628888888888;;
Sea Food Marga Jaya 88;;Jebres;"Jl. Sutan Syahrir
Depan Asia Fitnes
Kepatihan Kulon";Kuliner;-7.565309;110.8300991;;
Kos Mbak Supi Slamet;;Jebres;Pucangsawit;Lain-lain;-7.565097805555555;110.85256955555556;;
Kos Bu Mamiek Pardi;;Jebres;Pucangsawit;Lain-lain;-7.564927083333333;110.85246275;;
Sate Ati Dan Usus Ayam;;Jebres;Pucangsawit;Kuliner;-7.564410194444444;110.84999847222223;;
Sate Kepala Bu Sakinem;;Jebres;Pucangsawit;Kuliner;-7.564446888888889;110.85001372222223;;
Warung Makan Alfa Dan Omega;;Jebres;Mijen;Kuliner;-7.5684497;110.8345616;;
Puput Laundry;;Jebres;Puput Laundry;Lain-lain;-7.5684382;110.8347536;;
Kios Ayam Potong Tri Suwartini;;Jebres;Pasar Pucangsawit;Lain-lain;-7.56802175;110.85836027777778;;
Warung Pak Rohmadi;;Jebres;Pucangsawit;Kuliner;-7.563693027777778;110.85153197222222;;
Warung Bu Kasmi;;Jebres;Kandangsapi;Kuliner;-7.5550839722222225;110.84104897222223;;
Warung Rokok Jodo;;Laweyan;Karangasem;Lain-lain;-7.5513229;110.7833136;;
Wedangan Rs Mata;;Laweyan;Karangasem;Kuliner;-7.5473841;110.7803297;;
Bebek Goreng Lek Tholang;;Laweyan;Karangasem;Kuliner;-7.5476285;110.7809734;;
Soto Pak Surat;;Laweyan;Karangasem;Kuliner;-7.5500071;110.7835334;;
Zahra Taylor;;Laweyan;Karangasem;Fashion;-7.5506298;110.7829111;;
Laundry 112;;Laweyan;Karangasem;Lain-lain;-7.5496136;110.7771904;;
Warung Kelontong Buk Endang;;Jebres;Kepanjen;Lain-lain;-7.5689079;110.8348188;;
Es Teh Jumbo Dan Kelapa Muda;;Jebres;Gendingan;Kuliner;-7.5633385;110.8581752;;
Dapur Manna;;Jebres;Wonosaren Rt 003 Rw 008 Jagalan;Kuliner;-7.5657187;110.844861;;
Mikhaila Snack Dan Catering;;Jebres;Mertokusuman Rt 003 Rw 007 Gandekan Jebres;Kuliner;-7.5703249;110.8372313;;
Wedangan;;Jebres;Purwodiningratan;Kuliner;-7.566599833333333;110.83731077777777;;
Usaha Katering;;Jebres;Purwodiningratan;Kuliner;-7.565985222222222;110.83740233333333;;
Jual Perlengkapan Rumah Mbak Heni;;Pasar Kliwon;Mojo;Lain-lain;-7.5882555555555555;110.83807222222222;;
Usaha Jahit;;Jebres;Purwodiningratan;Fashion;-7.566240805555555;110.83824155555556;;
Toko Sasa Chilla;;Laweyan;Totosari;Lain-lain;-7.562496727661485;110.78309668973671;;
Qiel Salon;;Jebres;Petoran;Lain-lain;-7.5628054;110.8454781;;
Ayam Bakar Mbak Tri;;Banjarsari;Bibis Baru ;Kuliner;-7.552268;110.8358344;;
Warung Soto Mbak Tutik (Pasar Notoharjo);;Pasar Kliwon;Mojo;Kuliner;-7.587230555555555;110.83520555555556;;
Warung Sayur Bumbon Bu Sri;;Pasar Kliwon;Mojo;Lain-lain;-7.5888527777777774;110.837375;;
Toko Kelontong Mbak Sri;;Pasar Kliwon;Mojo;Lain-lain;-7.588622222222222;110.8375;;
Warung Makan Sri Wulandari (Notoharjo);;Pasar Kliwon;Mojo (Pasar Notoharjo);Kuliner;-7.5899103;110.8335572;;
Jual Sparepart Nabila (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Lain-lain;-7.5898878;110.8337526;;
Warung Makan Pawestri (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Kuliner;-7.5898732;110.833721;;
Jual Variasi Motor Sunthi (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Lain-lain;-7.5898692;110.8337439;;
Jual Variasi Motor Emi (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Lain-lain;-7.589947222222222;110.83355;;
Jasa Pemotongan Kertas Mbk Ika;;Pasar Kliwon;Mojo;Lain-lain;-7.5886305555555555;110.8377;;
Kios Sembako Mbah Sastro;;Banjarsari;Pasar Nusukan;Lain-lain;-7.5470739;110.821048;;
Kios Sembako Mbah Pariyem;;Banjarsari;Pasar Nusukan;Lain-lain;-7.5472331;110.8212462;;
Penjahit Mbk Sri;;Pasar Kliwon;Mojo;Fashion;-7.588647222222222;110.8375638888889;;
Kios Grabadan Bu Siti;;Banjarsari;Pasar Nusukan;Lain-lain;-7.547269;110.8212451;;
Kios Sena Frozen Food;;Banjarsari;Pasar Nusukan;Lain-lain;-7.5470739;110.821048;;
Toko Kelontong Mbak Sri Lestari;;Pasar Kliwon;Mojo;Lain-lain;-7.588647222222222;110.8375638888889;;
Warung Soto Pak Min;;Pasar Kliwon;Mojo;Kuliner;-7.5884724;110.8365884;;
Toko Kelontong Mbk Retno;;Pasar Kliwon;Mojo;Lain-lain;-7.588536111111111;110.83826944444445;;
Pesanan Martabak Mbk Wiwik;;Serengan ;Serengan;Kuliner;-7.5828958;110.8187127;;
Tempe Dele Lestari;;Banjarsari;Sumber;Kuliner;-7.5494245;110.7996926;;
Snack Dan Tenongan Waliyem;;Jebres;Pasar Mojosongo Lantai 1;Kuliner;-7.5539818;110.8395341;;
Toko Joko Sarosa;;Jebres;Pucangsawit;Lain-lain;-7.569043138888889;110.8533325;;
Kios Bu Sablah;;Jebres;Pasar Mojosongo Lantai 1;Lain-lain;-7.5536515;110.8400772;;
Kelapa Parut Warsiti;;Jebres;Pasar Mojosongo Lt 1.Luar;Lain-lain;-7.5536822;110.8394593;;
Ayam Potong Leginem;;Jebres;Pasar Mojosongo Lantai 1 Luar;Lain-lain;-7.5533783;110.839205;;
Gorengan Juminem;;Jebres;Pasar Mojosongo;Kuliner;-7.5530368;110.8395467;;
Penjahit Endah;;Banjarsari;Margorejo;Fashion;-7.5570349;110.8268497;;
Warung Bu Darti;;Laweyan;Pajangan;Kuliner;-7.561709723435791;110.78596707258674;;
Kelontong Bu Sinem;;Jebres;Gulon;Lain-lain;-7.5505766;110.8662443;;
Penjahit Mbk Dwi;;Pasar Kliwon;Mojo;Fashion;-7.588558333333333;110.83826944444445;;
Warung Makan Bestik Pak Kumis;;Jebres;"Jl. Sutan Syahrir
Depan Toko Roti Linco
Kepatihan Kulon ";Kuliner;-7.5648786;110.829848;;
Loundry Zi And Ji;;Jebres;Gendingan;Lain-lain;-7.5638156;110.8577925;;
Warung Bu Karminah;;Jebres;Petoran;Kuliner;-7.5625138;110.8468243;;
Tahu Susu;;Serengan ;Jayengan Tengah;Kuliner;-7.5755163;110.8216947;;
Gorengan Sukarni;;Jebres;Pucangsawit;Kuliner;-7.5659562;110.8533832;;
Sriyadi;;Jebres;Pucangsawit;Lain-lain;-7.5646371666666665;110.85697172222223;;
J.J Snack;;Serengan ;Serengan;Kuliner;-7.5810513;110.8145285;;
Nuno;;Jebres;Pucangsawit;Lain-lain;-7.5644265;110.8557426;;
Es Campur P. Kutir;;Serengan ;Danukusuman;Kuliner;-7.584856304711426;110.8197499619587;;
Jual Pakaian Farida (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Fashion;-7.5899347;110.8340177;;
Maryani;;Serengan ;Danukusuman Rt 03 Rw 07;Lain-lain;-7.5861209;110.8215833;;
Warung Mbak Asmi;;Serengan ;Danukusuman Rt 03 Rw 07;Lain-lain;-7.5861211;110.8217084;;
Warung Halwa;;Laweyan;Karangasem;Lain-lain;-7.5485041;110.775601;;
Jual Pakaian Shella (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Fashion;-7.5898719;110.834076;;
Jual Pakaian Sukirah (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Fashion;-7.589927777777778;110.83051666666667;;
Larti;;Pasar Kliwon;Pasar Klewer Blok A 60;Lain-lain;-7.575397222222223;110.82676388888889;;
Wedangan Sor Pelem;;Laweyan;Karangasem;Kuliner;-7.5495462;110.7773117;;
Supiyatun;;Pasar Kliwon;Pasar Klewer Blok A 47;Lain-lain;-7.575405555555555;110.82683888888889;;
Warung Bu Dewa;;Laweyan;Karangasem;Lain-lain;-7.5495462;110.7773117;;
Jual Pakaian Dwi (Notoharjo);;Pasar Kliwon;Pasar Notoharjo (Mojo);Fashion;-7.5897343;110.8340451;;
Toko Pojok;;Banjarsari;Karangsem;Lain-lain;-7.5488022;110.7784934;;
Nofia;;Pasar Kliwon;Pasar Klewer Blok A 44;Lain-lain;-7.575319444444444;110.8266388888889;;
Hana Nurul;;Pasar Kliwon;Pasar Jlewer Blok A 43;Lain-lain;-7.574730555555556;110.82631111111111;;
Katering Arief;;Serengan ;Danukusuman Rt 04 Rw 01;Kuliner;-7.5837506;110.8211763;;
Kios Kelapa Bu Darti (Lt1,50);;Banjarsari;Pasar Nusukan;Lain-lain;-7.5472464;110.821409;;
Kios Sembako Bu Vitria (Lt2,49);;Banjarsari;Pasar Nusukan;Lain-lain;-7.5473;110.8211353;;
Los Pasar Oprokan Pecel Bu Wiwik;;Banjarsari;Pasar Nusukan;Kuliner;-7.5467395;110.8208233;;
Usaha Kacang Umbian Sri Suwarni;;Pasar Kliwon;Mojo;Lain-lain;-7.588986111111111;110.83384166666667;;
Ayam Geprek Saikem;;Jebres;Pucangsawit;Kuliner;-7.5715567;110.8519536;;
Gorengan Sri;;Jebres;Pucangsawit;Kuliner;-7.5715538;110.8519329;;
Jual Aksesoris Mobil Haryati (Notoharjo);;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.589708333333333;110.83413888888889;;
Aprildina;;Pasar Kliwon;Pasar Klewer Biok A 50;Lain-lain;-7.575655555555556;110.82695833333334;;
Suyatmi;;Pasar Kliwon;Pasar Klewer Blok A 38;Lain-lain;-7.575247222222222;110.82693611111111;;
Wedangan Mas Fendy;;Banjarsari;Kestalan ;Kuliner;-7.5576633;110.8230767;;
Sayur Mayur Bu Sutarmi;;Pasar Kliwon;Gurawan;Lain-lain;-7.583717143623304;110.82635411783856;;
Adlay Shope;;Pasar Kliwon;Mojo;Lain-lain;-7.5889566;110.8372241;;
Warung Nasgor Agus;;Pasar Kliwon;Mojo;Kuliner;-7.5910745;110.8311168;;
Warung Nasi Maghfiroh;;Pasar Kliwon;Mojo;Kuliner;-7.5910782;110.8311145;;
Jual Daging Ayam Sumarsi & Viva Olshop;;Pasar Kliwon;Mojo;Lain-lain;-7.59061;110.8326302;;
Jasuke Teras Rumah;;Pasar Kliwon;Jl. Wijaya Kusuma No. 06;Kuliner;-7.5730677;110.8253118;;
Timus Serengan Solo;;Serengan ;Kratonan;Kuliner;-7.5792369;110.81729399999999;;
Napao;;Pasar Kliwon;Mojo;Lain-lain;-7.5854615;110.8323052;;
Usaha Nasi Sayur Dan Gorengan Bu Metti;;Pasar Kliwon;Mojo;Kuliner;-7.5912045;110.8282249;;
Rosok Botol Tatik;;Jebres;Pucangsawit;Lain-lain;-7.5652733;110.8532783;;
Batik Bu Darti;;Pasar Kliwon;Mojo;Fashion;-7.5901563;110.8355715;;
Bakso Bakar;;Banjarsari;Tapen;Kuliner;-7.5461876;110.8119341;;
Warung Soto Bu Sriyani;;Pasar Kliwon;Mojo;Kuliner;-7.5892446;110.8373318;;
Toko Kelontong Mbk Fanti;;Pasar Kliwon;Mojo;Lain-lain;-7.5893527;110.837754;;
Mie Ayam Bakso;;Pasar Kliwon;Mojo;Kuliner;-7.5893164;110.838156;;
Warung Kelontong Mbak Tri;;Pasar Kliwon;Mojo;Lain-lain;-7.5887262;110.8390448;;
Usaha Pakaian;;Pasar Kliwon;Mojo;Fashion;-7.5877763;110.8370559;;
Kembar Olshop;;Pasar Kliwon;Mojo;Lain-lain;-7.5894182;110.8368917;;
Usaha Kacang Sangrai;;Pasar Kliwon;Mojo;Kuliner;-7.5894518;110.8368979;;
Kost Bu Jumiyem;;Pasar Kliwon;Mojo;Lain-lain;-7.5896201;110.836924;;
Sate Usus Dan Ati Pak Tono;;Pasar Kliwon;Mojo;Kuliner;-7.5906049;110.8351817;;
Warung Makan Mbak Dewi;;Pasar Kliwon;Mojo;Kuliner;-7.587953;110.835312;;
Warung Makan Bu Winarsih;;Pasar Kliwon;Mojo;Kuliner;-7.5889091;110.8364196;;
Toko Kelontong Bu Rusmini;;Pasar Kliwon;Mojo;Lain-lain;-7.5892763;110.8372241;;
Warung Soto Daging Sapi Bu Tami;;Pasar Kliwon;Mojo;Kuliner;-7.5887302;110.8368942;;
Laundry Mbak Anik;;Pasar Kliwon;Mojo;Lain-lain;-7.5887332;110.8366272;;
Penjahit Sri Kustati;;Pasar Kliwon;Mojo;Fashion;-7.5880814;110.837268;;
Toko Kelontong Bu Kuat;;Pasar Kliwon;Mojo;Lain-lain;-7.5880784;110.83727;;
Toko Kelontong Mbak Sudaryani;;Pasar Kliwon;Mojo;Lain-lain;-7.5893771;110.8370258;;
Toko Kelontong Mbk Akhsa;;Pasar Kliwon;Mojo;Lain-lain;-7.5896127;110.836753;;
Toko Mbak Kitri;;Pasar Kliwon;Mojo;Lain-lain;-7.5875683;110.8366867;;
Warung Pendopo;;Jebres;Purwoprajan;Lain-lain;-7.5586614;110.8408545;;
Tutik Laundry & Alexsa Salon;;Pasar Kliwon;Mojo;Lain-lain;-7.5871309;110.8353615;;
Warung Makan Pak Yoko (Pasar Besi);;Pasar Kliwon;Mojo;Kuliner;-7.5884543;110.8363264;;
Warung Soto Bu Sri Suhartini (Pasar Besi);;Pasar Kliwon;Mojo;Kuliner;-7.588471;110.8365578;;
Laundry Maryati;;Pasar Kliwon;Mojo;Lain-lain;-7.5883961;110.8361711;;
Kedai Makanan Bu Parti;;Pasar Kliwon;Mojo;Kuliner;-7.5887675;110.8358966;;
Aneka Snack Basah Mbak Titik;;Pasar Kliwon;Mojo;Kuliner;-7.5887497;110.8359092;;
Sambel Pecel Bu Sutini;;Pasar Kliwon;Mojo;Kuliner;-7.5876776;110.8372241;;
Warung Kelontong Mbak Ika;;Pasar Kliwon;Mojo;Lain-lain;-7.5871309;110.8353615;;
Toko Kelontong Bu Saminem;;Pasar Kliwon;Mojo;Lain-lain;-7.5891251;110.8366215;;
Usaha Prastel Mbak Sri;;Pasar Kliwon;Mojo;Kuliner;-7.5896268;110.8369517;;
Usaha Dop Kok Mbk Nika;;Pasar Kliwon;Mojo;Lain-lain;-7.59054;110.8358052;;
Toko Kelontong Bu Sumini;;Pasar Kliwon;Mojo;Lain-lain;-7.5900991;110.8358992;;
Kedai Santay;;Pasar Kliwon;Mojo;Kuliner;-7.5903284;110.8353615;;
Warung Sayur Bumbon Bu Sukatni;;Pasar Kliwon;Mojo;Lain-lain;-7.5905424;110.8357502;;
Warung Jajanan Bu Dari;;Pasar Kliwon;Mojo;Kuliner;-7.5909123;110.8364791;;
Jenang Mbak Untariningsih;;Pasar Kliwon;Mojo;Kuliner;-7.5904931;110.8322844;;
Toko Tas Dewi;;Pasar Kliwon;Mojo;Kriya;-7.5905936;110.8318277;;
Jenang Bu Sayem;;Pasar Kliwon;Mojo;Kuliner;-7.5905583;110.8318563;;
Usaha Pakaian Dalam Mbak Suci;;Pasar Kliwon;Mojo;Fashion;-7.5905796;110.8318759;;
Usaha Sayur Bu Ngatinah;;Pasar Kliwon;Mojo;Lain-lain;-7.59105;110.8321588;;
Warung Makan Dan Minuman Bu Sugini;;Pasar Kliwon;Mojo;Kuliner;-7.5904966;110.8322801;;
Laundry Mbak Vivin;;Pasar Kliwon;Mojo;Lain-lain;-7.5904919;110.8322885;;
Warung Kelontong Bu Wagiyem;;Pasar Kliwon;Mojo;Lain-lain;-7.5905923;110.8318278;;
Aneka Minuman Segar Mbak Lis;;Pasar Kliwon;Mojo;Kuliner;-7.5900924;110.831476;;
Lotek Gado Gado Bu Is;;Pasar Kliwon;Mojo;Kuliner;-7.5898482;110.8317021;;
Toko Kelontong Bu Sutiyem;;Pasar Kliwon;Mojo;Lain-lain;-7.5894174;110.8309275;;
Kentaki Maryani;;Pasar Kliwon;Mojo;Kuliner;-7.5914461;110.829596;;
Warung Nasi Goreng;;Serengan ;Jl.Pandudewanata;Kuliner;-7.5755089;110.8172439;;
Warung Makan;;Serengan ;Sorogeni;Kuliner;-7.5752942;110.8178446;;
Wedangan Mbak Denok;;Banjarsari;Ngebrusan ;Kuliner;-7.5622033;110.8229467;;
Sugiarti;;Pasar Kliwon;Pasar Klewer Blok A 38;Lain-lain;-7.575247222222222;110.82693611111111;;
"Es Degan Balapan Mbak ""Mini""";;Jebres;Jl.Monginsidi;Kuliner;-7.5582855;110.8191588;;
Warung Kelontong;;Pasar Kliwon;Sangkrah;Lain-lain;-7.5769463;110.8398951;;
Warung Kelontong Hidayah;;Banjarsari;Jl Bungur 8/11;Lain-lain;-7.562154784552218;110.81706942344105;;
Warung Mas Ari;;Banjarsari;Sumber Tapen;Lain-lain;-7.5509684;110.8087935;;
Reen Dinsum Dan Bakery;;Jebres;Pucangsawit;Kuliner;-7.5697837;110.8498902;;
Pawonhame;;Jebres;Pucangsawit;Kuliner;-7.5689833;110.8481967;;
Bakmi Jawa Cah Joss;;Jebres;Pucangsawit;Kuliner;-7.5700512;110.8580786;;
Warung Ayam Potong Mb Jum;;Jebres;Jl.  Brigjen Katamso;Lain-lain;-7.5575808;110.840434;;
Mutiara Laundry;;Jebres;Purwoprajan;Lain-lain;-7.5576799;110.840066;;
Warung Snack Bu Sartini;;Jebres;Petoran;Kuliner;-7.5601954;110.8478555;;
Nemo Petshop;;Banjarsari;Rm Said 127 B Punggawan;Lain-lain;-7.5607594387576835;110.81733472203116;;
Wm Maria;;Jebres;Pucangsawit;Lain-lain;-7.5699275;110.8568498;;
Kentaki Emper Omah;;Jebres;Pucangsawit;Kuliner;-7.5732954;110.8538399;;
Warung Makan Bu Pardiyem;;Banjarsari;Kauman Pasar Legi ;Kuliner;-7.562813;110.823969;;
Iwak E;;Jebres;Pucangsawit;Lain-lain;-7.5668452;110.849652;;
Bakso Kojek Mbh Jenggot;;Banjarsari;Cinderejo Kidul Rt6 Rw7;Kuliner;-7.5550053;110.8205168;;
Pengumpul Botol Bekas;;Banjarsari;Cinderejo Kidul Rt1 Rw8;Lain-lain;-7.5554416;110.8193068;;
Warung Kelontong Pak Yudi;;Banjarsari;Cinderejo Kidul Rt5 Rw7;Lain-lain;-7.5552083;110.8202732;;
Gudeg Dan Jenang Lemu Mbak Ayu;;Jebres;Pucangsawit;Kuliner;-7.563044972222222;110.85007475;;
Warung Kelontong Pak Sugeng;;Banjarsari;Cinderejo Kidul Rt5 Rw7;Lain-lain;-7.5555553;110.8198333;;
Sate Kambing Sabar Menanti;;Pasar Kliwon;Mojo;Kuliner;-7.5912701;110.8304233;;
Warung Makan Pak Cibul;;Banjarsari;Cinderejo Kidul Rt4 Rw7;Kuliner;-7.555089;110.8188212;;
Sate Kambing Mas Sugiyanto;;Pasar Kliwon;Mojo;Kuliner;-7.5922155;110.8299031;;
Daging Sapi;;Banjarsari;Pasar Nongko;Lain-lain;-7.556366;110.8526778;;
Burger Mbak Retno;;Pasar Kliwon;Mojo;Kuliner;-7.5899197;110.8357618;;
Ayam Potong Bu Endang;;Banjarsari;Pasar Nongko;Lain-lain;-7.5563692;110.8526689;;
Es Genduk;;Banjarsari;Tapen;Kuliner;-7.5505016;110.8086528;;
Jamu Gendong;;Banjarsari;Pasar Nongko;Kuliner;-7.5563756;110.8526677;;
Warung Wedangan;;Banjarsari;Pasar Nongko;Kuliner;-7.558331164867435;110.81482245251932;;
Wr Timlo;;Banjarsari;Pasar Nongko;Kuliner;-7.558375898217033;110.81487429775208;;
Mie Ayam Pak Kasirun;;Jebres;P;Kuliner;-7.5723317;110.8516367;;
Empon-Empon;;Banjarsari;Pasar Nongko;Kuliner;-7.55844807720858;110.81488628325522;;
Bakmi Sby Widuran;;Jebres;"Depan Kantor Koni
Jl. Sutan Syahrir
Kepatihan Kulon";Kuliner;-7.5648754;110.8293449;;
Sate Kere Mak Narti;;Jebres;"Depan Apotik Sakti
Jl. Sutan Syahrir
Kepatihan Kulon";Kuliner;-7.5647928;110.8285997;;
Latengan Mbak Dyah;;Laweyan;Bumi;Kuliner;-7.5663416;110.7913478;;
Pecel Jamur Mbak Mely;;Serengan ;Tipes;Kuliner;-7.5775897;110.8106301;;
Warung Pisang;;Serengan ;Jl Pandudewanat;Lain-lain;-7.5755744;110.817293;;
Wr Bu Par;;Banjarsari;Pasar Nongko;Kuliner;-7.558394718194584;110.81488400596396;;
Soto Ayam Kampung Bung Heru;;Serengan ;Jln Muh Yamin No.191,Tipes;Kuliner;-7.5751108;110.8103051;;
Kelapa Bu Retno;;Banjarsari;Pasar Nongko;Lain-lain;-7.5585113949879466;110.81483497350298;;
Kelapa Parut Suyati;;Banjarsari;Pasar Nongko;Lain-lain;-7.558516038535406;110.81486041775977;;
Wr Makan Berkah Bu Yusti;;Banjarsari;Pasar Nongko;Kuliner;-7.558517743422393;110.81484998522596;;
Tahu Bu Nur;;Banjarsari;Pasar Nongko;Kuliner;-7.558502784620368;110.8148667985993;;
Warung Bubur Lemu Bu Nunuk;;Banjarsari;Sumber Krajan;Kuliner;-7.5454141;110.8100475;;
Kios Mbak Siwin;;Banjarsari;Krajan;Lain-lain;-7.5456419;110.8099619;;
Wedangan Bu Ria;;Pasar Kliwon;Sangkrah;Kuliner;-7.5766464;110.8389214;;
Penjahit Mulyani;;Laweyan;Bumi;Fashion;-7.5664533;110.7912688;;
